long,lat,id,nombre,tipo,colectividad,telefono,fax,web,email,observaciones,calle_nombre,calle_altura,calle_cruce,piso,dpto,oficina,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4659666104703,-34.5476179946471,916,"Sociedad Calabresa ""San Francisco de Paola""",Institución Cultural - Social,Italiana,4701-2926 / 4701-2990,,,,,Crisólogo Larralde,2173,,,,,Nuñez,Comuna 13,1429,C1429BTB
-58.4027030050285,-34.5822748536728,475,Embajada de Italia,Embajada,Italiana,4802-0071,,http://www.consbuenosaires.esteri.it/consolato_buenosaires/it/,info.buenosaires@esteri.it.,,Billinghurst,2577,,,,,Palermo,Comuna 14,1425,C1425DTY
-58.4376844537471,-34.5805626518877,483,Siamo nel forno,Gastronomía,Italiana,4775-0337,,https://www.facebook.com/Siamo-Nel-Forno-108065175897230,,,Costa Rica,5886,,,,,Palermo,Comuna 14,1414,C1414BTJ
-58.4641728363302,-34.5514306059861,915,EFASCE - Ente Pordenone,Institución Cultural - Social,Italiana,4701-8886 / 4791-4179,,www.efasce.org.ar,efasce@efasce.org.ar,,Campos Salles,2250,,,,,Nuñez,Comuna 13,1429,C1429CFF
-58.4670863697366,-34.5560802847447,914,Comitato Asociación Veneto en Argentina,Institución Cultural - Social,Italiana,4639-1306,,http://www.federacioncava.com.ar/,,,Vidal,3015,,PB,1,C,Nuñez,Comuna 13,1429,C1429AHC
-58.4475406976023,-34.6155183592568,80,Sardi Uniti,Institución Cultural - Social,Italiana,4433-1412,,www.sardiuniti.org.ar,circulo@sardiuniti.org.ar,,Méndez de Andes,884,,,,,Caballito,Comuna 6,1405,C1405CVJ
-58.4827707928815,-34.6544564621107,370,Centro Calabrese,Institución Cultural - Social,Italiana,4683-4443,,,lecoditalia@ciudad.com.ar,,Av. Escalada,1882,,,,,Parque Avellaneda,Comuna 9,1407,C1407LEL
-58.4299713436712,-34.6338339870474,372,Circolo Albidonese,Institución Cultural - Social,Italiana,4922-5959,,,,,Prov. Unidas,353,,,,,Parque Chacabuco,Comuna 7,1424,C1424CRA
-58.4320923678996,-34.6161577135609,81,Club Italiano de Buenos Aires,Institución Cultural - Social,Italiana,4901-1061 / 4901-1063,,www.clubitaliano.com.ar,"secretaria@clubitaliano.com.ar, clubitaliano@clubitaliano.com.ar",,Rivadavia,4731,,,,,Caballito,Comuna 6,1424,C1424CEC
-58.4306660025354,-34.6155102605543,82,Asociación Provincia de Varese,Institución Cultural - Social,Italiana,4901-5479,,,vareseargentina@speedy.com.ar,,Eduardo Acevedo,11,,4,1,,Caballito,Comuna 6,1405,C1405BUA
-58.4475068524507,-34.6155084788344,84,Sardi Uniti,Institución Cultural - Social,Italiana,4433-1412,,www.sardiuniti.org.ar,circulo@sardiuniti.org.ar,,Méndez de Andes,884,,,,,Caballito,Comuna 6,1405,C1405CVJ
-58.4474710172124,-34.6154936600482,86,Federación de Asociaciones. Sardi en Argentina,Institución Cultural - Social,Italiana,4450-1334 / 4431-8376,,,,,Méndez de Andes,884,,,,,Caballito,Comuna 6,1405,C1405CVJ
-58.466052647293,-34.6272806570284,120,Asociación Lucchesi e Toscani Nel Mondo,Institución Cultural - Social,Italiana,4611-9216,,digirad.com.ar/FlorenciaRequejo/CulturaToscana/quienessomos.html,,,Bacacay,2570,,6,A,,Flores,Comuna 7,1406,C1406GDT
-58.3784802682083,-34.5992333837374,675,Broccolino,Gastronomía,Italiana,4322-7652,,http://www.broccolino.com/,,,Esmeralda,776,,,,,San Nicolas,Comuna 1,1007,C1007ABH
-58.3859752151852,-34.6065913171865,674,Calabria Unita,Institución Cultural - Social,Italiana,,,,pedrogammetta@live.com.ar,,Tte. Gral. Juan Domingo Perón,1372,,,,,San Nicolas,Comuna 1,1038,C1038ABB
-58.3783640973087,-34.6014566487131,672,Unión Regional Asociaciones Molisane en Argentina,Institución Cultural - Social,Italiana,,,,,,Esmeralda,570,,,,,San Nicolas,Comuna 1,1007,C1007ABD
-58.3750757597183,-34.6017671894116,665,"Asociación Emigrados ""Comune di Gorizia""",Institución Cultural - Social,Italiana,4393-0995,,,emigratigoriziani@gorizia.com.ar,,Florida,537,,,,320,San Nicolas,Comuna 1,1005,C1005AAK
-58.3843044874451,-34.608560051379,664,Asociaciones Cristianas de Trabajadores Italianos,Institución Cultural - Social,Italiana,08003452254,,www.acli.org.ar,info@acli.org.ar,,Rivadavia,12557,,1,,120,San nicolas,Comuna 1,,
-58.3881219287796,-34.6050225404724,663,Federación de Instituciones Italianas de la Circunscripción del Consulado General de Buenos Aires,Institución Cultural - Social,Italiana,488-08312 / 4816-5411,,http://www.fediba.org/contacto/,fediba@feditalia.com.ar;fediba74@yahoo.com.ar,,Paraná,326,,1,,5,San Nicolas,Comuna 1,1017,C1017AAH
-58.3858529915378,-34.6065835963887,662,Asociación Italiana de Mutualidad e Instrucción (AIMI),Institución Cultural - Social,Italiana,4372 3025,,https://www.facebook.com/Unione-e-benevolenza-252052671482314/?rf=180893668624747,,,Tte. Gral. Juan Domingo Perón,1362,,,,,San Nicolas,Comuna 1,1038,C1038ABB
-58.390296922868,-34.6020326484831,661,Asociación Dante Alighieri,Institución Educativa,Italiana,4371 2480,,www.dante.edu.ar/,info@dante.edu.ar,,Tucumán 1646,,,,,,San nicolas,Comuna 1,,
-58.3783781010675,-34.6016049006193,660,Federación Molisana Urama,Institución Cultural - Social,Italiana,4246-6691,,https://es-la.facebook.com/Federaci%C3%B3n-Molisana-Urama-534405806722138/,federacion_urama@yahoo.com.ar; serafin_motillo@yahoo.com.ar,,Esmeralda,570,,,,2,San Nicolas,Comuna 1,1007,C1007ABD
-58.3727904847852,-34.6012258427451,659,Consulado de Italia,Consulado,Italiana,4114-4800,,http://www.consbuenosaires.esteri.it/Consolato_BuenosAires/it/,info.buenosaires@esteri.it.,,Reconquista 572 (1003),,,,,,San nicolas,Comuna 1,,
-58.4551904700383,-34.6173477600398,79,Federación Círculo Trentini en Argentina,Institución Cultural - Social,Italiana,4431-9385,,http://www.trentinosbsas.com.ar,,,Seguí,645,,,,,Caballito,Comuna 6,1406,C1406BRI
-58.429941376889,-34.5934355799071,478,Frascineto,Institución Cultural - Social,Italiana,4308-0301,,,asociacionfrascineto@fibertel.com.ar,,Niceto Vega,4656,,,,,Palermo,Comuna 14,1414,C1414BEB
-58.4384915382343,-34.5837025193998,479,Il Ballo del Mattone,Gastronomía,Italiana,4776-4247,,,,,Gorriti,5737,,,,,Palermo,Comuna 14,1414,C1414BKG
-58.4124348305288,-34.5792872266467,480,Olivetti,Gastronomía,Italiana,4802-7321 / 4802-4075,,,,,Cerviño,3800,,,,,Palermo,Comuna 14,1425,C1425AGT
-58.432415127181,-34.5887508125387,481,Il Materello,Gastronomía,Italiana,4307-0529,,https://www.facebook.com/Il-Matterello-243257079062069/,,,Gorriti,5102,,,,,Palermo,Comuna 14,1414,C1414BJT
-58.4347064478905,-34.5710421457858,482,La cucina de Michele,Gastronomía,Italiana,4899-1699,,,,,Av Luis Maria Campos,599,,,,,Palermo,Comuna 14,1426,C1426BOD
-58.4084959111356,-34.574926437167,455,Fundación Cultural Argentino-Japonesa - FCAJ,Institución Cultural - Social,Japonesa,4804-4922 / 4804-9141,,www.jardinjapones.org.ar,informes@jardinjapones.org.ar,,Casares,2966,,,,,,,,
-58.3690053208707,-34.6014714398413,677,Consulado de Japón,Consulado,Japonesa,4318-8220,4318-8210,www.ar.emb-japan.go.jp,conbsas@bn.mofa.go.jp,,Bouchard,547,,15,,,San Nicolas,Comuna 1,1106,C1106ABG
-58.3690260407167,-34.601323353445,676,Embajada  de Japón,Embajada,Japonesa,4318-8200,4318-8210,,taishikan@japan.org.ar,,Bouchard,547,,17,,,San Nicolas,Comuna 1,1106,C1106ABG
-58.3841791449392,-34.5982661587673,869,Círculo Católico Japonés,Institución Religiosa,Japonesa,4307-0929,,,,,Paraguay,1204,,,,,Retiro,Comuna 1,1057,C1057AAT
-58.4176421028805,-34.601689350976,60,Centro Nikkei Argentino,Institución Cultural - Social,Japonesa,4862-7774,,www.centronikkeiarg.org.ar,centronikkeiarg@hotmail.com,,Bulnes,841,,,,,Almagro,Comuna 5,1176,C1176ABO
-58.3725049129757,-34.6099952124781,613,Furaibo,Gastronomía,Japonesa,4334-3440,,,,,Alsina,429,,,,,Monserrat,Comuna 1,1087,C1087AAE
-58.401629181616,-34.6235292333281,159,Centro Okinawense en la Argentina,Institución Cultural - Social,Japonesa,4941-0546 / 4942-9267,4941-0546,http://www.okiren.org.ar/,okiren@sinectis.com.ar ; komesu-s@marubeni.com,,Av. San Juan,2651,,,,,San Cristobal,Comuna 3,1232,C1232AAI
-58.5023297805913,-34.6183300250923,98,DAIWA - Cultura Japopnesa,Institución Cultural - Social,Japonesa,4567-0692 / 4566-4591,,www.centrodaiwa.com.ar,info@centrodaiwa.com.ar,,Pasaje Albania,4507,,,,,Monte Castro,Comuna 10,1407,C1407FEC
-58.4085762006115,-34.5747548231084,484,Jardín Japonés,Institución Cultural - Social,Japonesa,4804-4922 Int. 133 / 134 / 4804-9141,,http://www.jardinjapones.org.ar/,informes@jardinjapones.org.ar,,Av. Casares,2966,,,,,Palermo,Comuna 14,,
-58.4340144264768,-34.5834305747726,485,Fukuro,Gastronomía,Japonesa,4773-6810,,https://fukuronoodlebar.com/,,,Costa Rica,5514,,,,,Palermo,Comuna 14,1414,C1414BTD
-58.4326309797093,-34.587302909288,486,Kiboo,Gastronomía,Japonesa,4831 2456,,https://www.facebook.com/kiboosakebaroficial,,,Honduras,5248,,,,,Palermo,Comuna 14,1414,C1414BMV
-58.4132637606324,-34.5914542988811,487,Heiwa,Gastronomía,Japonesa,4827-3860,,http://www.heiwa.com.ar/,,,Guise,1873,,,,,Palermo,Comuna 14,1425,C1425DPE
-58.3754536378059,-34.6304378904457,364,Centro de Cultura e idioma Japonés en la Argentina - KYOREN,Institución Educativa,Japonesa,4362-8893,,www.kyoren.com.ar,administracion@kyoren.com.ar,,Dr. Finochietto,840,,,,,Barracas,Comuna 4,1272,C1272AAB
-58.4662056066029,-34.6357209663191,118,Iglesia Evangélica Japonesa en la Argentina,Institución Religiosa,Japonesa,4613-9029,,,,,Lafuente,445,,,,,Flores,Comuna 7,1406,C1406ETE
-58.3960455275638,-34.6127875454634,264,Nihonbashi,Gastronomía,Japonesa,4951-7381,,,,,Moreno,2095,,,,,Balvanera,Comuna 3,1094,C1094ABE
-58.4303752825581,-34.5780005184853,454,Centro Universitario  Argentina-Nippón - CEUAN,Institución Educativa,Japonesa,4777-8643,,www.ceuan.com.ar,admceuan@fibertel.com.ar,,Charcas,5157,,,,,Palermo,Comuna 14,1425,C1425BOE
-58.370361549331,-34.6167880648436,202,Sukiyaki,Gastronomía,Japonesa,4361-8805,,,,,San Lorenzo,304,,,,,San Telmo,Comuna 1,1064,C1064AFD
-58.3734111304206,-34.5975492341941,889,Irifune,Gastronomía,Japonesa,4312-8787,,http://www.irifune.com.ar/,,,Paraguay,436,,,,,Retiro,Comuna 1,1057,C1057AAD
-58.3763682142704,-34.6175643050222,207,Asociación Japonesa en la Argentina -AJA,Institución Cultural - Social,Japonesa,4300-1182,,http://www.ajanikkai.com.ar/,asocjaponesa@yahoo.com.ar,,Av. Independencia,732,,,,,San Telmo,Comuna 1,1099,C1099AAU
-58.3759453772574,-34.5930677334483,868,Agencia Japonesa de Cooperación Internacional - JICA,Institución Profesional,Japonesa,4312-5244 / 4313-8901,4313-5778,https://www.jica.go.jp/argentine/english/index.html ; www.aaconi.com.ar,becarios@jica.org.ar,,Maipú,1300,,16,,,Retiro,Comuna 1,1006,C1006ACT
-58.3763036483168,-34.6175655926011,208,Federación  de Asociaciones Nikkei en la Argentina - FANA,Institución Cultural - Social,Japonesa,4307-2026,,http://fana.org.ar/,fanadantai@gmail.com,,Independencia,732,,2,,,San telmo,Comuna 1,,
-58.4142646727866,-34.5778554826427,493,Templo Yeshurun,Institución Cultural - Social,Judía,4802-9310,,,tijon@yeshurum.esc.edu.ar,,República de la India,3035,,1,,,Palermo,Comuna 14,1425,C1425FCG
-58.4070716152201,-34.6027220888668,310,Escuela Jazon Ovadia,Institución Educativa,Judía,4962-4632,,,Shubaisrael@yahoo.com,,Ecuador,627,,,,,Balvanera,Comuna 3,1214,C1214ACI
-58.3987010218842,-34.6058666354848,309,Federación Argentina de Centros Comunitarios Macabeos -FACCMA,Institución Cultural - Social,Judía,4951-5734,,http://www.faccma.org/,Info@faccma.org,,Sarmiento,2233,,12,,,Balvanera,Comuna 3,1044,C1044AAI
-58.403409811513,-34.6035470252077,308,Asociación Israelita Sefardi de Argentina - AISA,Institución Cultural - Social,Judía,4952-5998 / 4951 4707,,,Secretaria@aisa.org.ar,,Paso,493,,1,A,,Balvanera,Comuna 3,1031,C1031ABI
-58.3839486737486,-34.5996343383328,933,Templo Libertad,Institución Religiosa,Judía,4123-0832/0833,,http://www.templolibertad.org.ar/,comunidad@templolibertad.org.ar,,Libertad,769,,,,,San Nicolas,Comuna 1,1012,C1012AAO
-58.3721520885611,-34.6377778352393,365,Escuela Or Torah,Institución Educativa,Judía,4301-3426,,,Ortorah@yahoo.com.ar,,Brandsen,1444,,,,,Barracas,Comuna 4,1287,C1287AAF
-58.3720599847848,-34.6377646397456,366,"Asociación Unión Israelita Sefaradí, ""Luz Eterna""",Institución Cultural - Social,Judía,4301-3426,,,,,Bandsen,1444,,,,,Barracas,Comuna 4,,
-58.3896916237654,-34.5981636010045,934,Museo del Holocausto,Institución Cultural - Social,Judía,4811-3588,,https://www.museodelholocausto.org.ar/,info@museodelholocausto.org.ar,,Montevideo,919,,,,,Recoleta,Comuna 2,1019,C1019ABS
-58.4026403692954,-34.6002520490986,307,Congreso Judío Latinoamericano,Institución Cultural - Social,Judía,4961-4534,,,Info@congresojudio.org.ar,,Larrea,744,,,,,Balvanera,Comuna 3,1030,C1030AAP
-58.399502177728,-34.6018665911877,306,Delegación de Asociaciones Israelitas Argentina - DAIA,Institución Política,Judía,4378-3200 / 4953-1569,,www.daia.org.ar,secretariatecnica@daia.org.ar; daia@daia.org.ar; prensa@daia.org.ar,,Pasteur,633,,7,,,Balvanera,Comuna 3,1028,C1028AAM
-58.3995166544864,-34.601781687778,305,Asociación Mutual Israelita Arentina - AMIA,Institución Política,Judía,4959-8800,,www.amia.org.ar,,,Pasteur,633,,,,,Balvanera,Comuna 3,1028,C1028AAM
-58.3952881681486,-34.6035597633062,274,Instituto Judío de Investigaciones -IWO,Institución Cultural - Social,Judía,4953-9614 / 4953-0293,,www.iwo.org.ar,info@iwo.org.ar,,Ayacucho,483,,,,,Balvanera,Comuna 3,1026,C1026AAA
-58.3977714483176,-34.6020143537899,273,Centro Educativo Sefaradí en Jerusalem,Institución Cultural - Social,Judía,4954-3224 / 4954-3226,,,Csefar@hotmail.com,,Tucumán,2153,,,,,Balvanera,Comuna 3,1050,C1050AAQ
-58.4038596067789,-34.6044330469608,272,Asociación Israelita de Sobrevivientes de la Persecución Nazi,Institución Cultural - Social,Judía,4963-8701,,,Sherithapleita@fibertel.com.ar,,Paso,422,,,,,Balvanera,Comuna 3,1031,C1031ABJ
-58.3977143557994,-34.6020143233966,271,Centro Educativo Sefaradí en Jerusalem,Institución Cultural - Social,Judía,4954-3224 / 4954-3226,,,csefar@hotmail.com,,Tucumán,2153,,,,,Balvanera,Comuna 3,1050,C1050AAQ
-58.4047840951629,-34.6026940225063,270,Asociacion Hebera Argentina De Socorros Mutuos,Institución Cultural - Social,Judía,4961-8844 / 4962-4762,,,Asociacionhebrea@arnetbiz.com.ar,,Pueyrredon,645,,,,,Balvanera,Comuna 3,,
-58.3984568846669,-34.6058531742792,269,Sociedad Hebraica Argentina,Institución Cultural - Social,Judía,4127-2265 / 4127-2266,,www.hebraica.org.ar,Ssturze@hebraica.org.ar,,Sarmiento,2233,,,,,Balvanera,Comuna 3,1044,C1044AAI
-58.3995311345991,-34.601692315372,268,Organización Sionista Argentina - OSA,Institución Cultural - Social,Judía,4951-8733 / 4951-8788,,,Info@osaargentina.org.ar,,Pasteur,633,,8,,,Balvanera,Comuna 3,1028,C1028AAM
-58.453873788134,-34.5778507975016,242,Fundación Pardes,Institución Educativa,Judía,4555-1390,,www.pardes.org.ar,Info@pardes.org.ar,,Céspedes,3370,,,,,Colegiales,Comuna 13,1426,C1426DVJ
-58.4463481532003,-34.5750162540607,241,Asociacion Israelita Sefaradi Templo La Paz Chalom,Institución Cultural - Social,Judía,4552-2720 / 4552-6730,,www.chalom.org.ar,secretaria@chalom.org.ar,,Olleros,2876,,,,,Colegiales,Comuna 13,1426,C1426CSD
-58.4690544364326,-34.5615303774135,230,Asociación Filantrópica Israelita -AFI,Institución Educativa,Judía,4545-2828 / 4545-1955,,www.afi.org.ar,info@afi.org.ar,,Ramón Freire,2682,,,,,Coghlan,Comuna 12,1428,C1428CZN
-58.4113850839615,-34.6004735240936,935,Ieladeinu,Institución Cultural - Social,Judía,4002-0151,,https://ieladeinu.org.ar/,ieladeinu@ieladeinu.org.ar,,Tucumán,3238,,,,,Balvanera,Comuna 3,1189,C1189AAL
-58.4650475577117,-34.5556643643329,938,Comunidad Or El,Institución Religiosa,Judía,4544-1871,,,,,Amenábar,2972,,,,,Nuñez,Comuna 13,1429,C1429AEB
-58.4645054679313,-34.5764044221719,939,Torah y Vida,Institución Religiosa,Judía,4552-9039,,,,,Heredia,1460,,,,,Villa Ortuzar,Comuna 15,1427,C1427CNZ
-58.4267470466908,-34.631438917726,940,Comunidad Adat Israel,Institución Cultural - Social,Judía,4922 - 8760,,http://masortiolami.org/community/comunidad-adat-israel/,adatisrael@gmail.com,,Av. Asamblea,73,,,,,Parque Chacabuco,Comuna 7,1424,C1424COA
-58.4440035902904,-34.5658303579828,488,Arlene Fern,Institución Profesional,Judía,4788-3482 / 4787-1710,,www.arlenefern.edu.ar,secretaria@arlenefern.edu.ar,,Arribeños,1300,,,,,Palermo,Comuna 14,1426,C1426BLB
-58.4248056105208,-34.5833938802376,489,Colegio Beth,Institución Educativa,Judía,4899-0205 / 4899-0206,,www.beth.org.ar,Institucional@beth.org.ar,,Thames,2246,,,,,Palermo,Comuna 14,1425,C1425FIF
-58.4203055994038,-34.5846635600945,490,Instituto Martín Buber,Institución Educativa,Judía,4831-6000,,http://www.buber.edu.ar/institucional/app.php,martin@buber.edu.ar,,Armenia,2362,,,,,Palermo,Comuna 14,1425,C1425FBH
-58.413744506302,-34.579982089105,491,Centro Simón Wiesenthal,Institución Cultural - Social,Judía,4802-1744,,https://www.facebook.com/CSWLA/,Info@cswlatinoamerica.org,,Cabello,3872,,PB,C,,Palermo,Comuna 14,1425,C1425APR
-58.4121161300617,-34.5834992262985,492,Bet Hilel Comunidad Judía de Palermo,Institución Cultural - Social,Judía,4804-2286,,www.bethilel.org.ar,bethilel@bethilel.org.ar,,Aráoz,2854,,,,,Palermo,Comuna 14,1425,C1425DGT
-58.4060955991673,-34.5763086733469,494,Brera,Institución Política,Judía,4805-2450 / 4801-0593,,,,,Cavia,3099,,3,,,Palermo,Comuna 14,1425,C1425DDC
-58.4122111196008,-34.5767559781918,495,Mishiguene,Gastronomía,Judía,3969-0764,,http://mishiguene.com/,,,Lafinur,3368,,,,,Palermo,Comuna 14,1425,C1425FAJ
-58.4271063495001,-34.591043707102,496,Eretz Cantina Israelí,Gastronomía,Judía,2062-3810,,https://www.facebook.com/Eretzcantinaisraeli/,,,Malabia,1583,,,,,Palermo,Comuna 14,1414,C1414DME
-58.4289207368429,-34.586741342815,497,Hola Jacoba,Gastronomía,Judía,4833-5858,,www.holajacoba.com.ar,,,Thames,1801,,,,,Palermo,Comuna 14,1414,C1414DDK
-58.5040220487457,-34.6556201054602,194,Comunidad Tfilat Shalom,Institución Cultural - Social,Judía,4687-5677,,www.tfilatshalom.com.ar,,,Martiniano Leguizamón,1860,,,,,Mataderos,Comuna 9,1440,C1440DYN
-58.5148224406518,-34.5938161758999,561,Escuela J. N. Bialik,Institución Educativa,Judía,4501-2123 / 4501-3657,,http://www.bialik-devoto.edu.ar/index.html,Info@bialik-Devoto.edu.ar,,Av. Gral. Mosconi,3845,,,,,Villa Devoto,Comuna 11,1419,C1419ERE
-58.514718087664,-34.5937648639476,562,Comunidad El Jai,Institución Cultural - Social,Judía,4501-2123,,,,,Av. Gral. Mosconi,3845,,,,,Villa Devoto,Comuna 11,1419,C1419ERE
-58.4480118701266,-34.6115444525988,941,Comunidad Or Israel,Institución Religiosa,Judía,,,http://www.comunidadorisrael.org.ar/,info@comunidadorisrael.org.ar,,Planes,1049,,,,,Caballito,Comuna 6,1405,C1405DBI
-58.4601087411444,-34.6063660569966,949,Comunidad Hertzlia,Institución Cultural - Social,Judía,4581 - 6379,,,Sem. Hernan Kleiner - semikleiner@fibertel.com.ar,,Nicasio Oroño,1661,,,,,Caballito,Comuna 6,1416,C1416BZK
-58.4075629479639,-34.6054294448871,950,Radio Jai,Institución Cultural - Social,Judía,4862-1443,,http://www.radiojai.com/rj/pp.php,produccion@radiojai.com,,Valentín Gómez,2950,,,,,Balvanera,Comuna 3,1191,C1191AAD
-58.4428680874259,-34.6071223616595,952,VIS A VIS,Institución Cultural - Social,Judía,4958-8060,,https://visavis.com.ar/,info@visavis.com.ar,,Olaya,1070,,5,B,,Caballito,Comuna 6,1405,C1405BEB
-58.4085156652122,-34.5991754362963,945,Akedat Itzjak,Institución Cultural - Social,Judía,5368-0678 /11-4078-3775,,http://www.mashaladigital.com/index.php?r=site/showPage&page=100,mashaladigital@hotmail.com,,Anchorena,829,,,,,Balvanera,Comuna 3,1170,C1170ACO
-58.4003263084819,-34.6011755721948,946,Shaarei Hashamaim,Institución Cultural - Social,Judía,4954-2791,,,,,Viamonte,2348,,,,,Balvanera,Comuna 3,1056,C1056ABL
-58.4621265365968,-34.5604997078917,947,Ajdut Israel,Institución Cultural - Social,Judía,4784-6719/ 4783-2831,,http://ajdut.com.ar/,info@ajdut.com.ar,,Moldes,2449,,,,,Belgrano,Comuna 13,1428,C1428CRM
-58.5068645121352,-34.6203748153966,948,Betam Medinath Israel,Institución Cultural - Social,Judía,4639 - 8831,,,Rabbi Ioni Shalom - rabinoioni@bamimarcchagall.edu.ar,,Jonte,4896,,,,,Monte Castro,Comuna 10,1407,C1407GPP
-58.4438621852559,-34.5657670912639,957,Escuela Comunitaria Arlene Fern,Institución Educativa,Judía,4781-6090,,http://www.arlenefern.edu.ar/,secretaria@arlenefern.edu.ar,,Arribeños,1300,,,,,Palermo,Comuna 14,1426,C1426BLB
-58.4387674746864,-34.5953605762974,958,Instituto Educativo Bereshit,Institución Educativa,Judía,3535-2166,,www.escuelabereshit.org.ar/,secretaria@escuelabereshit.org.ar,,Gurruchaga,742,,,,,Villa Crespo,Comuna 15,1414,C1414DHP
-58.451140235164,-34.5863981540628,4,"Nuevo Hogar y Centro de Ancianos para la Comunidad Judía - ""Ledor Vador""",Institución de Salud,Judía,4556-2222,,http://www.hogarledorvador.org/nuevo-esther.html,info@hogarledorvador.org.ar,,Guevara,465,,,,,Chacarita,Comuna 15,1427,C1427BRI
-58.4708294818619,-34.5628459027684,937,Centro de Ana Frank,Institución Cultural - Social,Judía,3533-8505 / 15-6120-9635,,https://www.centroanafrank.com.ar/,argentina@annefrank.nl,,Superí,2647,,,,,Coghlan,Comuna 12,1430,C1430FEI
-58.3766988120972,-34.6085531971572,614,Embajada  de Israel,Embajada,Judía,3724-4500,3724-4624,http://embassies.gov.il/buenos-aires/Pages/Embajada_de_Israel_en_Argentina.aspx,ambassador-sec@be.mfa.gov.il ; info@buenosaires.mfa.gov.il,,Av. de Mayo,701,,10,,,Monserrat,Comuna 1,1084,C1084AAC
-58.3764607306909,-34.6085272274826,615,Consulado  de Israel,Consulado,Judía,4338-2515,4338-2624,http://embassies.gov.il/buenos-aires/ConsularServices/Pages/consular-services.aspx,consulado@buenosaires.mfa.gov.il ; cao-sec@be.mfa.gov.il,,Av. de Mayo,701,,10,,,Monserrat,Comuna 1,1084,C1084AAC
-58.4588964018381,-34.6389449427597,125,Comunidad Or Jadash,Institución Cultural - Social,Judía,4612-1171 / 4612-7840,,,secretariaorjadash@speedy.com.ar,,Varela,850,,,,,Flores,Comuna 7,1406,C1406EKR
-58.4735745844347,-34.6246363980604,124,Residencia Geriátrica Moshab Zekenim,Institución de Salud,Judía,4612-2346,,,Moshabzekenim@gmail.com,,Morón,2968,,,,,Flores,Comuna 7,1406,C1406FVN
-58.468872038306,-34.6260427270642,123,"Hogar de ancianos ""Beit Sion Douer""",Institución de Salud,Judía,4637-2677 / 4637-2678,,,info@beitsiondouer.org.ar,,Condarco,458,,,,,Flores,Comuna 7,1406,C1406AFH
-58.472988787893,-34.6237432739201,122,Escuela Integral Maimonides,Institución Educativa,Judía,4613-7900,,,Maimosecretaria@yahoo.com.ar,,Av. Nazca,750,,,,,Flores,Comuna 7,1406,C1406AJT
-58.4774888325862,-34.58161279697,942,Comunidad Neve Shalom,Institución Cultural - Social,Judía,4522-8417,,https://es-la.facebook.com/comunidadneveshalom/,,,Gándara,2465,,,,,Parque Chas,Comuna 15,1431,C1431DAE
-58.3837867341922,-34.5995629192823,678,Fundación Judaica,Institución Cultural - Social,Judía,4781-0281,,,Info@judaica.org.ar,,Libertad,769,,,,,San Nicolas,Comuna 1,1012,C1012AAO
-58.3853179538648,-34.6041021454951,679,Cámara de Comercio Argentino Israelí,Institución Profesional,Judía,4371-0339 / 4371-6273,,www.ccai.com.ar,info@ccai.com.ar,,Corrientes,1312,,3,EP,,San Nicolas,Comuna 1,1043,C1043ABN
-58.3896963096674,-34.6032089617597,680,Fundación Amigos Argentinos de la Universidad Hebrea de Jerusalem,Institución Cultural - Social,Judía,4374-7045,,www.huji.org.ar,Info@huji.org.ar,,Lavalle,1616,,6,B,,San Nicolas,Comuna 1,1048,C1048AAN
-58.5065204146758,-34.6211290556713,99,Instituto Argentino Hebreo Marc Chagall,Institución Educativa,Judía,4639-8872 / 4639-8873,,http://www.bamimarcchagall.edu.ar/,administracion@marcchagall.edu.ar,,Alcaraz,4969,,,,,Monte Castro,Comuna 10,1407,C1407GIQ
-58.4743824248093,-34.6199264075885,94,Hospital Israelita,Institución de Salud,Judía,4584-2426,,,,,Nazca,1145,,,,,Villa Santa Rita,Comuna 11,1416,C1416ASA
-58.4894560123384,-34.6109717241934,93,Movimiento Sionista Liberal Leumi - LIKUD,Institución Política,Judía,6779-6556,,,likudargentina@gmail.com,,Alvarez Jonte,3340,,,,,Villa Santa Rita,Comuna 11,1407,C1407GON
-58.4599907102252,-34.6062697292796,88,Asociación Argentina Israelita de Sordos,Institución Educativa,Judía,4612-2584,,,elzimmer472@hotmail.com,,Nicasio Oroño,1661,,,,,Caballito,Comuna 6,1416,C1416BZK
-58.4741554733282,-34.606218429434,944,Beit Israel,Institución Cultural - Social,Judía,4582-4825 / 45848-3279,,http://webcache.googleusercontent.com/search?q=cache:http://beitisrael.com.ar/,comunidad.beit.israel@gmail.com,,Juan Agustin Garcia,2250,,,,,Villa Gral. Mitre,Comuna 11,1416,C1416EKZ
-58.447450180789,-34.5624620424585,734,Federación De Comunidades Del Judaismo Conservador - FADECC,Institución Cultural - Social,Judía,4780-0500,,,Presidente@fedecc.org.ar,,Jose Hernandez,1750,,,,,Belgrano,Comuna 13,1426,C1426EOD
-58.4473571676036,-34.5624250934496,735,Seminario Rabínico Latinoamericano,Institución Cultural - Social,Judía,4783-2009 / 4783-6175,,www.seminariorabinico.org.ar,Presidencia@seminariorabinico.org.ar,,José Hernández,1750,,,,,Belgrano,Comuna 13,1426,C1426EOD
