WKT,objetid,comuna,calle,nombre_de,responsabl,direccion,direcci_1,x,y,altura,barrios,sumi_elect,poblacion,grup_elect,suministr,mail_1,telefono_1
"POINT (-58.4572107715144 -34.6202070379301)",197.00000000000,COMUNA 07,ARANGUREN JUAN F. DR. 1832,RESIDENCIA PARA MAYORES PARQUE ROSAL,"MARIA EUGENIA, CAVALLO","ARANGUREN, JUAN F., DR. 1832","1832 ARANGUREN, JUAN F., DR.","-58,4572107715144","-34,6202070379301",0.00000000000,,,,,,info@parquerosal.com.ar,4631-4641 / 4568-5650
"POINT (-58.4658741814511 -34.6270353523555)",199.00000000000,COMUNA 07,BACACAY,LOS PINOS,Carlos Minotti,BACACAY 2550,2550 BACACAY,"-58,4658741814511","-34,6270353523555",2550.00000000000,FLORES,EDESUR,S/D,NO,,carlosminotti@yahoo.com.ar,4613-6208 / 5135-1941
"POINT (-58.4675561740655 -34.6275287681256)",200.00000000000,COMUNA 07,BACACAY,RESIDENCIA GERIATRICA MARIA REINA,"GLORIA LUZ, VELA VEGA",BACACAY 2672,2672 BACACAY,"-58,4675561740655","-34,6275287681256",2672.00000000000,FLORES,EDESUR,S/D,NO,,delpilarresidencia@gmail.com,4611-0517
"POINT (-58.4649221860266 -34.6254874969526)",204.00000000000,COMUNA 07,BOGOTA,INSTITUTO GERIATRICO HESSE,FERNANDO MONTI,BOGOTA 2450,2450 BOGOTA,"-58,4649221860266","-34,6254874969526",2450.00000000000,FLORES,EDESUR,,,,"fernandom45@yahoo.com.ar, geriatricohesse@yahoo.com.ar",4612-7143 / 7134
"POINT (-58.466697441695 -34.6269929614216)",205.00000000000,COMUNA 07,BOLIVIA,SANTA ANA,"AGUSTINA, PEREIRA DIAZ",ESTADO PLURINACIONAL DE BOLIVIA 324,324 ESTADO PLURINACIONAL DE BOLIVIA,"-58,466697441695","-34,6269929614216",324.00000000000,FLORES,EDESUR,,,,santaana.rle@gmail.com,4611-1799 / 15-61577444
"POINT (-58.4677417370395 -34.6246086421834)",206.00000000000,COMUNA 07,BOLIVIA,GERIÁTRICO BUENOS AIRES,Dra.María Cristina Devita,ESTADO PLURINACIONAL DE BOLIVIA 542,542 ESTADO PLURINACIONAL DE BOLIVIA,"-58,4677417370395","-34,6246086421834",542.00000000000,FLORES,EDESUR,,,,geriatrico_bsas@yahoo.com.ar,4611-7291
"POINT (-58.4585249873044 -34.6308494257854)",207.00000000000,COMUNA 07,BONORINO,INSTITUTO GERIÁTRICO LARREA,COLASURDO CARLOS,"BONORINO, ESTEBAN, CNEL. AV. 245","245 BONORINO, ESTEBAN, CNEL. AV.","-58,4585249873044","-34,6308494257854",245.00000000000,FLORES,EDESUR,,,,lfourcade@estudiocrg.com.ar,4637-2225 / 4611-5351
"POINT (-58.4587527548443 -34.6237055781065)",208.00000000000,COMUNA 07,BOYACA,"INSTITUTO GERIÁTRICO GAVILÁN S.R.L , ANEXO BOYACA",BARROS ALEJANDRO EMILIO,BOYACA AV. 279,279 BOYACA AV.,"-58,4587527548443","-34,6237055781065",279.00000000000,FLORES,EDESUR,,,,"inst-gavilan@datamarkets.com.ar, info@institutogavilan.com.ar",4633-1804 / 46318479 /46324136
"POINT (-58.4579365931257 -34.6214662384948)",210.00000000000,COMUNA 07,CALCENA,INSTITUTO GERIÁTRICO CALCENA,Maria cristina devita,CALCENA 429,429 CALCENA,"-58,4579365931257","-34,6214662384948",429.00000000000,FLORES,EDESUR,"30",NO,,calcena429@yahoo.com.ar geriatrico_bsas@yahoo.com.ar,4631-7112
"POINT (-58.445223314352 -34.6375177042005)",212.00000000000,COMUNA 07,CURAPALIGUE,HOGAR PARA MAYORES SAN PANTALEON,,CURAPALIGUE AV. 1316,1316 CURAPALIGUE AV.,"-58,445223314352","-34,6375177042005",1316.00000000000,PARQUE CHACABUCO,EDESUR,,,,hogarsanpantaleon2@hotmail.com,4921-0241
"POINT (-58.4433809098474 -34.6294186183772)",213.00000000000,COMUNA 07,DIRECTORIO,NUESTRA SEÑORA DE LOS MILAGROS,Magdalena Maciel Garay,DIRECTORIO AV. 1130,1130 DIRECTORIO AV.,"-58,4433809098474","-34,6294186183772",1130.00000000000,PARQUE CHACABUCO,EDESUR,,,,info@abconsultora.com,4433-5915
"POINT (-58.4500802516034 -34.6304180802991)",214.00000000000,COMUNA 07,DIRECTORIO,RESIDENCIA DIRECTORIO,ZECCA CARLOS FEDERICO,DIRECTORIO AV. 1632,1632 DIRECTORIO AV.,"-58,4500802516034","-34,6304180802991",1632.00000000000,PARQUE CHACABUCO,EDESUR,"98",SI,HABITACIONES Y ILUMINACION A?EAS COMUNES,ricardopestarino@hotmail.com,4432-4650
"POINT (-58.4601151346833 -34.6333048696177)",215.00000000000,COMUNA 07,DIRECTORIO,CARPE DIEM,SATURNO LAMAS LUIS CARLOS GUILLERMO,DIRECTORIO AV. 2363,2363 DIRECTORIO AV.,"-58,4601151346833","-34,6333048696177",2363.00000000000,FLORES,EDESUR,,,,carpediem.mayores@gmail.com,4613-2898
"POINT (-58.4667843307522 -34.6353078318454)",216.00000000000,COMUNA 07,DIRECTORIO,GERIATRICO ANDREA,MEDINA ALICIA DELIA,DIRECTORIO AV. 2845,2845 DIRECTORIO AV.,"-58,4667843307522","-34,6353078318454",2845.00000000000,FLORES,EDESUR,"19",NO,,hogarandrea@gmail.com,4612-9522
"POINT (-58.4571157388564 -34.6189289105129)",217.00000000000,COMUNA 07,DONATO ALVAREZ,SAN JUAN RESIDENCIA,,"ALVAREZ, DONATO, TTE. GRAL. 582","582 ALVAREZ, DONATO, TTE. GRAL.","-58,4571157388564","-34,6189289105129",582.00000000000,FLORES,EDESUR,S/D,NO,,maiten@iluvatar.com.ar,4632-7633
"POINT (-58.4291505391598 -34.6308940413672)",218.00000000000,COMUNA 07,ESTRADA,INSTITUTO GERIATRICO TIEMPO,Patricia Teresa Di Gioia,ESTRADA 231,231 ESTRADA,"-58,4291505391598","-34,6308940413672",231.00000000000,PARQUE CHACABUCO,EDESUR,,,,casasgabriela@gmail.com,4923-3767
"POINT (-58.4653779320394 -34.620761974661)",219.00000000000,COMUNA 07,FELIPE VALLESE,ALTOS DE VALLESE,,"VALLESE, FELIPE 2337","2337 VALLESE, FELIPE","-58,4653779320394","-34,620761974661",2337.00000000000,FLORES,EDESUR,S/D,NO,,sulema012@hotmail.com,4632-4726 / 15-55127051
"POINT (-58.4671312159573 -34.6213526218169)",220.00000000000,COMUNA 07,FELIPE VALLESE,RESIDENCIA SAN ALBERTO,GABRIELA LILIANA MATEU,"VALLESE, FELIPE 2457","2457 VALLESE, FELIPE","-58,4671312159573","-34,6213526218169",2457.00000000000,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO,aomcon@yahoo.com.ar,4631-6820
"POINT (-58.4709281427524 -34.6225386645515)",221.00000000000,COMUNA 07,FELIPE VALLESE,HOGAR GERIATRICO STELLA MARIS,Dr. Daniel Horacio Losicer,"VALLESE, FELIPE 2748","2748 VALLESE, FELIPE","-58,4709281427524","-34,6225386645515",2748.00000000000,FLORES,EDESUR,,BAJA,CAMBIO DE REPRESENTANTE TECNICO,geriatricostellamaris@gmail.com,4611-7907
"POINT (-58.4522438617107 -34.6320162224399)",222.00000000000,COMUNA 07,FRANCISCO BILBAO,CASA II,,"BILBAO, FRANCISCO 1753","1753 BILBAO, FRANCISCO","-58,4522438617107","-34,6320162224399",1753.00000000000,PARQUE CHACABUCO,EDESUR,S/D,NO,,hernanaimi@yahoo.com.ar,4631-1041
"POINT (-58.4643605993464 -34.6248891665456)",224.00000000000,COMUNA 07,FRAY CAYETANO RODRIGUEZ,RESIDENCIA GERIÁTRICA QUERENCIA,Beatriz Del Valle Suarez,FRAY CAYETANO RODRIGUEZ 437,437 FRAY CAYETANO RODRIGUEZ,"-58,4643605993464","-34,6248891665456",437.00000000000,FLORES,EDESUR,"29",NO,,geriatricoquerencia@yahoo.com,4612-5999
"POINT (-58.4583198368005 -34.6262070610656)",225.00000000000,COMUNA 07,FRAY LUIS BELTRAN,GERIATRICO MEDALLA MILAGROSA,Daniel Alberto Gutierrez,FRAY LUIS BELTRAN 82,82 FRAY LUIS BELTRAN,"-58,4583198368005","-34,6262070610656",82.00000000000,FLORES,EDESUR,"31",NO,,monica_camerano@yahoo.com.ar,4631-4548 / 1155646862
"POINT (-58.4587819042508 -34.6253249761515)",226.00000000000,COMUNA 07,FRAY LUIS BELTRAN,BELTRÁN,"VERONICA ANDREA, KALUSTIAN",FRAY LUIS BELTRAN 165,165 FRAY LUIS BELTRAN,"-58,4587819042508","-34,6253249761515",165.00000000000,FLORES,EDESUR,,,,vkalustian@gmail.com,4632-4124/ 9124 / 1568465265
"POINT (-58.4615454167145 -34.6247225773783)",227.00000000000,COMUNA 07,GAVILAN,LUZ CENTER,Dra. Jesica Vanesa Iervasi,GAVILAN 378,378 GAVILAN,"-58,4615454167145","-34,6247225773783",378.00000000000,FLORES,EDESUR,,,,danielchovanian@gmail.com,4631-4625
"POINT (-58.4635132002515 -34.6330958589131)",229.00000000000,COMUNA 07,JOSE BONIFACIO,RESIDENCIA DEL SOL,BELLANITA MARTIN GABRIEL,"BONIFACIO, JOSE 2568","2568 BONIFACIO, JOSE","-58,4635132002515","-34,6330958589131",2568.00000000000,FLORES,EDESUR,,,,info.residenciadelsol@gmail.com,4612-2259
"POINT (-58.4561105787154 -34.6308025291815)",230.00000000000,COMUNA 07,JOSE BONIFACIO 2011,CONVIVENCIA,,"BONIFACIO, JOSE 2011","2011 BONIFACIO, JOSE","-58,4561105787154","-34,6308025291815",0.00000000000,,,,,,argenfamilia@gmail.com,4632-8503
"POINT (-58.4687410965078 -34.6397660016063)",232.00000000000,COMUNA 07,JOSE MARTI,INSTITUTO NUESTRA SEÑORA DE LUJAN,ROBERTO DI SALVO,"MARTI, JOSE 718","718 MARTI, JOSE","-58,4687410965078","-34,6397660016063",718.00000000000,FLORES,EDESUR,,,,inslrecepcion@gmail.com,4612-3538/ 4637-4278
"POINT (-58.4669422615338 -34.6334617554889)",233.00000000000,COMUNA 07,LAFUENTE,SAN GENARO I,,LAFUENTE 248,248 LAFUENTE,"-58,4669422615338","-34,6334617554889",248.00000000000,FLORES,EDESUR,,,,"jonathansanchezf.j.sf@gmail.com, estersan949@gmail.com",4613-1185
"POINT (-58.4627870203986 -34.6418870394994)",234.00000000000,COMUNA 07,LAFUENTE,GERIÁTRICO LAFUENTE,Guillermo Eduardo Leizerovich,LAFUENTE AV. 961,961 LAFUENTE AV.,"-58,4627870203986","-34,6418870394994",961.00000000000,FLORES,EDESUR,"32",NO,,residencia_lafuente@yahoo.com,7532-3942
"POINT (-58.453453834844 -34.6361325077082)",236.00000000000,COMUNA 07,LAUTARO 845,RINCONCITO DE LUZ,Jaida Fernando Damian,LAUTARO 845,845 LAUTARO,"-58,453453834844","-34,6361325077082",0.00000000000,,,,,,rinconcitodeluz2018@outlook.com,4631-4227
"POINT (-58.4663309868532 -34.6222411244487)",237.00000000000,COMUNA 07,MORON,CLÍNICA GERIÁTRICA MAURA S.R.L,"ERNESTO JAVIER, MADARIAGA",MORON 2432,2432 MORON,"-58,4663309868532","-34,6222411244487",2432.00000000000,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO,geriatricoartigas@hotmail.com aomcon@yahoo.com.ar,4612-6964 / 3971-5367(CONTADOR)
"POINT (-58.4654739293159 -34.6195013789316)",238.00000000000,COMUNA 07,PAEZ,NONNI S.R.L,,PAEZ 2315,2315 PAEZ,"-58,4654739293159","-34,6195013789316",2315.00000000000,FLORES,EDESUR,,,,"inst-gavilan@datamarkets.com.ar, info@institutogavilan.com.ar",4632-6217 / 46318479 /46324136
"POINT (-58.4349534424007 -34.6391481012247)",239.00000000000,COMUNA 07,PASAJE EL ARTESANO,EL ARTESANO,,EL ARTESANO 1251,1251 EL ARTESANO,"-58,4349534424007","-34,6391481012247",1251.00000000000,PARQUE CHACABUCO,EDESUR,,,,boninoezequiel@hotmail.com,4921-0949
"POINT (-58.4708501467796 -34.6318898300811)",241.00000000000,COMUNA 07,QUIRNO,RESIDENCIA FAMILY,,QUIRNO 52,52 QUIRNO,"-58,4708501467796","-34,6318898300811",52.00000000000,FLORES,EDESUR,S/D,NO,,gustavohuertas@gmail.com,4611-9828/4637-2298
"POINT (-58.4684539680576 -34.6319834800631)",242.00000000000,COMUNA 07,RAMON L. FALCON,VIDA PLENA,,"FALCON, RAMON L.,CNEL. 2859","2859 FALCON, RAMON L.,CNEL.","-58,4684539680576","-34,6319834800631",2859.00000000000,FLORES,EDESUR,S/D,NO,,geriatricovidaplena@gmail.com,4611-9651
"POINT (-58.4719614219217 -34.6329365251626)",243.00000000000,COMUNA 07,RAMON L. FALCON,SAN JOSE Y MARIA,,"FALCON, RAMON L.,CNEL. 3120","3120 FALCON, RAMON L.,CNEL.","-58,4719614219217","-34,6329365251626",3120.00000000000,FLORES,EDESUR,,,,sanjoseymaria@speedy.com.ar,4611-9814 - 15-41619663
"POINT (-58.4699690520936 -34.6307957820677)",244.00000000000,COMUNA 07,RIVADAVIA,INSTITUTO GERIÁTRICO SAN JOSÉ DE FLORES,,RIVADAVIA AV. 7422,7422 RIVADAVIA AV.,"-58,4699690520936","-34,6307957820677",7422.00000000000,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO,aomcon@yahoo.com.ar,4611-4918 / 4611-6930 / 39715367
"POINT (-58.4430602582751 -34.6368844884151)",246.00000000000,COMUNA 07,SANTANDER,HOGAR PARA MAYORES MARIANT,,SANTANDER 1634,1634 SANTANDER,"-58,4430602582751","-34,6368844884151",1634.00000000000,PARQUE CHACABUCO,EDESUR,S/D,NO,,nliguori@gmail.com,4921-0298 / 49585515
"POINT (-58.4785226224232 -34.6904438235896)",248.00000000000,COMUNA 08,FERNANDEZ DE LA CRUZ,MEGAHOME,"SANTIAGO ANDRES, FORMAGGIN","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6920","6920 FERNANDEZ DE LA CRUZ, F., GRAL. AV.","-58,4785226224232","-34,6904438235896",6920.00000000000,VILLA RIACHUELO,EDESUR,"32",NO,,miguelmarmol56@yahoo.com.ar,4602-4663 / 1554105453
"POINT (-58.4736848076108 -34.6758845874808)",249.00000000000,COMUNA 08,RIESTRA,ETERNA S.R.L,,RIESTRA AV. 5540,5540 RIESTRA AV.,"-58,4736848076108","-34,6758845874808",5540.00000000000,VILLA LUGANO,EDESUR,S/D,NO,,pablo.tettamanti@gmail.com,4601-4052 / 4863-4381 / 1157675194
"POINT (-58.4732254479955 -34.6764910202396)",250.00000000000,COMUNA 08,SAYOS,EL HOGAR DE DORA,,SAYOS 5554,5554 SAYOS,"-58,4732254479955","-34,6764910202396",5554.00000000000,VILLA LUGANO,EDESUR,S/D,NO,CORTES PROLONGADOS LES PROVEE UN GRUPO EDESUR,les_ariana@hotmail.com,4602-1850
"POINT (-58.5227209607579 -34.6373532182539)",251.00000000000,COMUNA 09,BARRAGAN,BARRAGÀN,Dr. Jorge Enrique Szefner,BARRAGAN 264,264 BARRAGAN,"-58,5227209607579","-34,6373532182539",264.00000000000,LINIERS,EDESUR,,,,Vero_1983_marin@hotmail.com,4641-7387 / 1134276728
"POINT (-58.519249531903 -34.6474440503174)",252.00000000000,COMUNA 09,CAAGUAZU,HOGAR SERENA,Ángel Ruben D'Amico,CAAGUAZU 6656,6656 CAAGUAZU,"-58,519249531903","-34,6474440503174",6656.00000000000,LINIERS,EDESUR,,,,"ardamico@buenosaires.gob.ar,  ardamico.rda@gmail.com",4641-5745 / 4641-9428 / 1540427530
"POINT (-58.5082069499467 -34.6538100918696)",253.00000000000,COMUNA 09,CAFAYATE,INSTITUTO GERIÁTRICO CAFAYATE,--,CAFAYATE 1542,1542 CAFAYATE,"-58,5082069499467","-34,6538100918696",1542.00000000000,MATADEROS,EDESUR,,,,institutocafayate@hotmail.com,4687-3109/8831
"POINT (-58.5099689424235 -34.6494258689272)",255.00000000000,COMUNA 09,EMILIO CASTRO 6262,ENTRE AMIGOS,CARLA OTERO,"CASTRO, EMILIO AV. 6262","6262 CASTRO, EMILIO AV.","-58,5099689424235","-34,6494258689272",0.00000000000,,,,,,PMARTINEZ@ESTUDIOCRG.COM.AR,4687-2166 / 46314586
"POINT (-58.470645784602 -34.642147304933)",256.00000000000,COMUNA 09,FRANCISCO BILBAO,HOGARES CANADA,MATHEU GABRIELA LILIANA,"BILBAO, FRANCISCO AV. 3533","3533 BILBAO, FRANCISCO AV.","-58,470645784602","-34,642147304933",3533.00000000000,PARQUE AVELLANEDA,EDESUR,,,,"susanayrigoyen547@gmail.com, gaviotamateu@hotmail.com",4612-1641
"POINT (-58.4755374269033 -34.6447752094666)",257.00000000000,COMUNA 09,LACARRA,RESIDENCIA GERIÁTRICA MIORAFLORES,"Sara Cresencia, Aparicio",LACARRA AV. 1152,1152 LACARRA AV.,"-58,4755374269033","-34,6447752094666",1152.00000000000,PARQUE AVELLANEDA,EDESUR,S/D,NO,,GUEVARAMARTA@HOTMAIL.COM,4672-1008
"POINT (-58.4905829996705 -34.6439514817483)",259.00000000000,COMUNA 09,LARRAÑAGA,SANTA ANA,Vicente Miguel Tornelli,"LARRAÑAGA, DAMASO 640","640 LARRAÑAGA, DAMASO","-58,4905829996705","-34,6439514817483",640.00000000000,PARQUE AVELLANEDA,EDESUR,,,,migueltornelli@hotmail.com,4635-0398 / 1144133427
"POINT (-58.511738620022 -34.6437922145913)",260.00000000000,COMUNA 09,LARRAZABAL,ESTABLECIMIENTO GERIÁTRICO NUESTRA SEÑORA DE LUJÁN,DR. TEODORO VICTOR GALES,LARRAZABAL AV. 451,451 LARRAZABAL AV.,"-58,511738620022","-34,6437922145913",451.00000000000,LINIERS,EDESUR,,,,biancaf35@hotmail.com,4642-0133 / 4641-1233
"POINT (-58.5179247639759 -34.6489533561918)",261.00000000000,COMUNA 09,LISANDRO DE LA TORRE,MI SEGUNDO HOGAR,Dra. Elba Graciela Ponce,"DE LA TORRE, LISANDRO 938","938 DE LA TORRE, LISANDRO","-58,5179247639759","-34,6489533561918",938.00000000000,LINIERS,EDESUR,S/D,NO,,misegundohogar@live.com.ar,4644-6459
"POINT (-58.4766914436016 -34.6384432269051)",262.00000000000,COMUNA 09,MARIANO ACOSTA,EL JARDIN DE LA ARMONIA,SANTIAGO LOPEZ,"ACOSTA, MARIANO AV. 515","515 ACOSTA, MARIANO AV.","-58,4766914436016","-34,6384432269051",515.00000000000,PARQUE AVELLANEDA,EDESUR,,,,eljardindelaarmonia@gmail.com,4672-6458 / 15-57482951
"POINT (-58.4745002893293 -34.6420489120561)",263.00000000000,COMUNA 09,MARTINEZ CASTRO,ATHENAI,Dr. Jaime Ricardo Abulafia,MARTINEZ CASTRO 828,828 MARTINEZ CASTRO,"-58,4745002893293","-34,6420489120561",828.00000000000,PARQUE AVELLANEDA,EDESUR,,,,liliana.mazzeo@yahoo.com.ar,4611-2040 / 1555786379
"POINT (-58.4863854892746 -34.6447240024188)",264.00000000000,COMUNA 09,MORETO,SANTA TERESA JORNET,CONGREGACIÓN HERMANITAS DE LOS ANCIANOS DESAMPARADOS,MORETO 767,767 MORETO,"-58,4863854892746","-34,6447240024188",767.00000000000,PARQUE AVELLANEDA,EDESUR,,,,hmoreto767@gmail.com,4672-1803 / 4636-2067
"POINT (-58.5056267021706 -34.6517468456682)",265.00000000000,COMUNA 09,OLIDEN 1361,HOGAR GUERREÑO,,OLIDEN 1361,1361 OLIDEN,"-58,5056267021706","-34,6517468456682",0.00000000000,,,,,,hogarguerenio@yahoo.com.ar,4687-2039
"POINT (-58.4684076400275 -34.6434703922179)",266.00000000000,COMUNA 09,PERGAMINO,AIRES DE EMUNA,,PERGAMINO 1044,1044 PERGAMINO,"-58,4684076400275","-34,6434703922179",1044.00000000000,PARQUE AVELLANEDA,EDESUR,,,,airesdeemuna@gmail.com rosafarran@yahoo.com.ar,15 31752239 / 46122725
"POINT (-58.5150815040164 -34.6426158949329)",267.00000000000,COMUNA 09,PIERES,HOGAR SAN NICOLÁS,,PIERES 238,238 PIERES,"-58,5150815040164","-34,6426158949329",238.00000000000,LINIERS,EDESUR,"14",NO,,nicolas_ds@msn.com,4683-6772
"POINT (-58.470501782289 -34.6384928658891)",269.00000000000,COMUNA 09,PORTELA 571,SANTA ROSA,,PORTELA 571,571 PORTELA,"-58,470501782289","-34,6384928658891",0.00000000000,,,,,,alfredotrapasso@yahoo.com.ar,4612-7617
"POINT (-58.4743645617083 -34.6431753631285)",270.00000000000,COMUNA 09,SAN PEDRO,"INSTITUTO GERIÁTRICO GAVILÁN S.R.L, ANEXO SAN PEDRO",,SAN PEDRO 3958,3958 SAN PEDRO,"-58,4743645617083","-34,6431753631285",3958.00000000000,PARQUE AVELLANEDA,EDESUR,,,,inst-gavilan@datamarkets.com.ar info@institutogavilan.com.ar,4671-8511 / 46318479 /46324136
"POINT (-58.4755800417069 -34.644024951141)",271.00000000000,COMUNA 09,SAN PEDRO,STELLA MARIS,,SAN PEDRO 4060,4060 SAN PEDRO,"-58,4755800417069","-34,644024951141",4060.00000000000,PARQUE AVELLANEDA,EDESUR,,,,pablodaniel_gomez@yahoo.com.ar,4672-6651 / 4671-9335
"POINT (-58.4772311287749 -34.6403057187153)",272.00000000000,COMUNA 09,TANDIL,RESIDENCIA NUEVA PRIMAVERA,,TANDIL 3824,3824 TANDIL,"-58,4772311287749","-34,6403057187153",3824.00000000000,PARQUE AVELLANEDA,EDESUR,,,,,4671-8700
"POINT (-58.4889562134345 -34.6507361005191)",273.00000000000,COMUNA 09,TANDIL,HOGAR PARA MAYORES LA CASA DE AMANDA,,TANDIL 4870,4870 TANDIL,"-58,4889562134345","-34,6507361005191",4870.00000000000,MATADEROS,EDESUR,S/D,NO,,"admconsultasvs@gmail.com, lacasadeamanda@gmail.com",4682-2779
"POINT (-58.5141834556575 -34.6396910256941)",274.00000000000,COMUNA 09,TUYU,RESIDENCIA TUYÚ,,TUYU 36,36 TUYU,"-58,5141834556575","-34,6396910256941",36.00000000000,LINIERS,EDESUR,S/D,SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,nicolas@residenciatuyu.com.ar,4641-5268
"POINT (-58.5275355963568 -34.6448178446659)",275.00000000000,COMUNA 09,TUYUTI,GERIÁTRICO SAN NICOLÁS,,TUYUTI 7220,7220 TUYUTI,"-58,5275355963568","-34,6448178446659",7220.00000000000,LINIERS,EDESUR,"13",NO,,bettyfunes@live.com,4642-4429 / 1561979099
"POINT (-58.4755046884405 -34.6510616151892)",276.00000000000,COMUNA 09,MEDINA,SAN LUCAS,Dr. Daniel Antonio Barreiro,MEDINA 1650,1650 MEDINA,"-58,4755046884405","-34,6510616151892",1650.00000000000,,,,,,hogarsanlucas@gmail.com,4672-2252
"POINT (-58.5073243619121 -34.641951842116)",277.00000000000,comuna 10,ALBARIÑO 360,HOGAR DEL CARMEN,--,ALBARIÑO 360,360 ALBARIÑO,"-58,5073243619121","-34,641951842116",0.00000000000,,,,,,hogardelcarmen360@gmail.com,4682-4247/ 5313
"POINT (-58.4845225363877 -34.6297081457144)",278.00000000000,COMUNA 10,AVELLANEDA,INTER GARDEN,Ruben Carlos Genovi,AVELLANEDA AV. 3967,3967 AVELLANEDA AV.,"-58,4845225363877","-34,6297081457144",3967.00000000000,FLORESTA,EDESUR,"49",SI,CUBRE LA TOTALIDAD DEL ESTABLECIMIENTO,consultas@inter-garden.com.ar,4674-2107
"POINT (-58.493166541714 -34.61795170731)",279.00000000000,COMUNA 10,BAHIA BLANCA,RESIDENCIA BAHÍA BLANCA,Jose de Alba Cebada,BAHIA BLANCA 1757,1757 BAHIA BLANCA,"-58,493166541714","-34,61795170731",1757.00000000000,FLORESTA,EDESUR,"145",SI,CUBRE LAS NECESIDADES BASICAS DEL ESTABLECIMIENTO,chiclanero1950@hotmail.com,4566-3212/5359 / 1166222011-1154789803
"POINT (-58.523288974759 -34.6195738894731)",280.00000000000,COMUNA 10,"BAUZA, FRANCISCO",DE LOS ANGELES,Dr. Marcos Natalio Levi,"BAUZA, FRANCISCO 2372","2372 BAUZA, FRANCISCO","-58,523288974759","-34,6195738894731",2372.00000000000,VILLA REAL,EDESUR,,,,delosangelesresidencia@gmail.com,4641-7796 /156170-4538
"POINT (-58.5043346000579 -34.620097223006)",281.00000000000,COMUNA 10,BENITO JUAREZ,RESIDENCIA GERIÁTRICA CASA BLANCA,Dra. Silvina Gabriela Guala,"JUAREZ, BENITO 2120","2120 JUAREZ, BENITO","-58,5043346000579","-34,620097223006",2120.00000000000,MONTE CASTRO,EDESUR,"11",NO,,florsguala@gmail.com,4566-7974 / 1544006076
"POINT (-58.5111530141253 -34.6182016965351)",282.00000000000,COMUNA 10,BERMUDEZ,ESTABLECIMIENTO GERIÁTRICO LIBRA,Lic. Juan Jose Tapia,BERMUDEZ 2226,2226 BERMUDEZ,"-58,5111530141253","-34,6182016965351",2226.00000000000,MONTE CASTRO,EDESUR,,,,hogarlibra@hotmail.com,4568-5354
"POINT (-58.4872445947333 -34.6320893115699)",283.00000000000,COMUNA 10,BOGOTA,LA VICTORIA,Romina Paola Aisen,BOGOTA 4241,4241 BOGOTA,"-58,4872445947333","-34,6320893115699",4241.00000000000,VELEZ SARSFIELD,EDESUR,S/D,NO,,info.midulcehogar@gmail.com,4674-3204 / 4996-0488 / 46715098
"POINT (-58.4862286880162 -34.6329610591651)",287.00000000000,COMUNA 10,GOYA,MIRAFLORES,Dr. Alberto Rene Altomare,GOYA 160,160 GOYA,"-58,4862286880162","-34,6329610591651",160.00000000000,VELEZ SARSFIELD,EDESUR,S/D,NO,,jhguevara23@hotmail.com,4671-4254 / 4613-0084
"POINT (-58.490494918607 -34.6288820902742)",288.00000000000,COMUNA 10,GOYA,BUEN AYRE,GROSSO MAURO,GOYA 713,713 GOYA,"-58,490494918607","-34,6288820902742",713.00000000000,VELEZ SARSFIELD,EDESUR,S/D,NO,,cony.grosso@gmail.com,4674-1058
"POINT (-58.4945019299728 -34.6152392447945)",289.00000000000,COMUNA 10,JOAQUIN V. GONZALEZ,SAN JOSE DE CALASANZ,--,"GONZALEZ, JOAQUIN V. 1974","1974 GONZALEZ, JOAQUIN V.","-58,4945019299728","-34,6152392447945",1974.00000000000,MONTE CASTRO,EDESUR,,,,abi_fava@estudiodordoni.com.ar patriciopichi25@gmail.com,45667525 / 1532086010
"POINT (-58.4848906478465 -34.6373907462826)",290.00000000000,COMUNA 10,LACARRA,LA CANELA,--,LACARRA 206,206 LACARRA,"-58,4848906478465","-34,6373907462826",206.00000000000,VELEZ SARSFIELD,EDESUR,,,,,4672- 7057
"POINT (-58.5107607320375 -34.6249570516199)",291.00000000000,COMUNA 10,LOPE DE VEGA,BUENOS AIRES HOME S.R.L,--,LOPE DE VEGA AV. 1619,1619 LOPE DE VEGA AV.,"-58,5107607320375","-34,6249570516199",1619.00000000000,MONTE CASTRO,EDESUR,,,,info@estudiocadi.com.ar matibel09@gmail.com,1143432332 /4639-1001/4567-0811
"POINT (-58.5087675298311 -34.6264907944814)",292.00000000000,COMUNA 10,LOPE DE VEGA 1444,HOGAR GALICIA,Arnaldo Enrique Cappelletti,LOPE DE VEGA AV. 1444,1444 LOPE DE VEGA AV.,"-58,5087675298311","-34,6264907944814",0.00000000000,,,,,,g_teillas@yahoo.com.ar,1133512692 / 4567-6070 / 1549158550
