id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,Long,Lat
383,BAIRES SOHO B&B,MALABIA 1935,4832-4420,info@bairessoho.com,WWW.BAIRESSOHO.COM,Bed & Breakfast,MALABIA,1935,MALABIA 1935,-58.423788,-34.588677
382,POSADA GOTAN,SANCHEZ DE LORIA 1618,4912-3807,posadagotan@gmail.com,WWW.POSADAGOTAN.COM,Bed & Breakfast,SANCHEZ DE LORIA,1618,SANCHEZ DE LORIA 1618,-58.411773,-34.629514
381,SIMPLE AND CHARMING,PARAGUAY 5035,4775-6467,,http://simple-charming-bed-and-breakfast-inn-buenos-aires.hotel-ds.com/es/,Bed & Breakfast,PARAGUAY,5035,PARAGUAY 5035,-58.429294,-34.580664
380,06 SOHO SUITES,THAMES 1407,3533-2154,06sohosuites@gmail.com,WWW.06SOHOSUITES.COM.AR,Bed & Breakfast,THAMES,1407,THAMES 1407,-58.432884,-34.589284
379,LUCO,CORDOBA AV. 2409,4961-5675,info@lucobnb.com.ar,LUCOBNB.COM.AR,Bed & Breakfast,AV CORDOBA,2409,CORDOBA AV. 2409,-58.401270,-34.599375
378,BOHO ROOMS,URIARTE 1389,4899-2565,bohorooms@hotmail.com,WWW.BOHOROOMS.COM.AR,Bed & Breakfast,URIARTE,1389,URIARTE 1389,-58.434154,-34.588899
377,LOS PATIOS DE MONTSERRAT,PIEDRAS 83,4381-6221,info@hotelpatios.com,https://hotelpatios.wordpress.com/,Bed & Breakfast,PIEDRAS,83,PIEDRAS 83,-58.377803,-34.609268
376,VIDA BAITES,GALLO 1483,4827-0750,,,Bed & Breakfast,GALLO,1483,GALLO 1483,-58.409810,-34.593096
375,NOSTER BAYRES,BRASIL 457,4361-3341,,,Bed & Breakfast,BRASIL,457,BRASIL 457,-58.372035,-34.625385
374,HOTEL SUR Y DESPUES,FINOCHIETTO ENRIQUE DR. 552,4362-1453,info@surydespues.com,http://www.surydespues.com/,Bed & Breakfast,DR E FINOCHIETTO,552,FINOCHIETTO ENRIQUE DR. 552,-58.373029,-34.628114
373,AMASOHO,DARREGUEYRA 2317,4777-3834,,WWW.AMASOHO.COM,Hostel,DARREGUEYRA,2317,DARREGUEYRA 2317,-58.425200,-34.581770
372,SOLAR SOLER BED AND BREAKFAST,SOLER 5676,4776-3065,info@solarsoler.com.ar,http://www.argentinabnb.com/solarsoler/solarsoler.htm,Bed & Breakfast,SOLER,5676,SOLER 5676,-58.433343,-34.580348
371,LINAS TANGO GUEST HOUSE,ESTADOS UNIDOS 780,4361-6817,linatango@gmail.com,http://www.linatango.com/,Bed & Breakfast,ESTADOS UNIDOS,780,ESTADOS UNIDOS 780,-58.376982,-34.618592
370,HOTEL LOPEZ y RESIDENCIA UNIVERSITARIA,SANTA FE AV. 5172,4772-1042,,,Bed & Breakfast,SANTA FE,5172,SANTA FE AV. 5172,-58.432912,-34.576355
369,LA CASCADA TOWNHOUSE HOTEL,VUELTA DE OBLIGADO 4578,4703-1251,info@cascadatownhouse.com.ar,,Bed & Breakfast,VUELTA DE OBLIGADO,4578,VUELTA DE OBLIGADO 4578,-58.472434,-34.541185
368,1555 MALABIA HOUSE DESING BED & BREAKFAST,MALABIA 1555,4833-2410 / 4832-3345,info@malabiahouse.com.ar,http://www.malabiahouse.com.ar/,Bed & Breakfast,MALABIA,1555,MALABIA 1555,-58.427523,-34.591153
367,HOTEL WASHINGTON,"GARAY, JUAN DE AV. 340",4361-4738,info@hotelwashington.com.ar,,Bed & Breakfast,JUAN DE GARAY,340,"GARAY, JUAN DE AV. 340",-58.370346,-34.624270
366,HOTEL EUROPA,"MITRE, BARTOLOME 1294",4384-8360,info@eurohotel.com.ar,http://www.eurohotel.com.ar/,Bed & Breakfast,BARTOLOME MITRE,1294,"MITRE, BARTOLOME 1294",-58.384782,-34.607549
365,HOTEL GALICIA,"YRIGOYEN, HIPOLITO 3072",4931-7270,,http://www.argentinabd.com/company-hotel-galicia_24671,Bed & Breakfast,HIPOLITO YRIGOYEN,3072,"YRIGOYEN, HIPOLITO 3072",-58.409833,-34.611539
364,HOTEL PASO,PASO 50,4952-5736,,,Bed & Breakfast,PASO,50,PASO 50,-58.403417,-34.609266
363,CASA DEL DOCENTE,JUJUY AV. 482,4942-4158,amudoch@infovia.com,,Bed & Breakfast,JUJUY,482,JUJUY AV. 482,-58.404541,-34.615528
362,HOTEL SIENA,"PERON, JUAN DOMINGO, TTE. GENERAL 1554",4371-0720,info@sienahotel.com.ar,http://www.sienahotel.com.ar/,Bed & Breakfast,JUAN D PERÓN,1554,"PERON, JUAN DOMINGO, TTE. GENERAL 1554",-58.388590,-34.606613
361,MICKI,TALCAHUANO 362,4371-2376,,,Bed & Breakfast,TALCAHUANO,362,TALCAHUANO 362,-58.385132,-34.604494
360,HOTEL MAIPO,ESMERALDA 474,4393-4202,,,Bed & Breakfast,ESMERALDA,474,ESMERALDA 474,-58.378141,-34.602770
359,HOTEL REAL,RIOBAMBA 231,4372-9500,reservas@real-hotel.com.ar,,Bed & Breakfast,RIOBAMBA,231,RIOBAMBA 231,-58.393568,-34.606540
358,HOTEL ALCAZAR,DE MAYO AV. 935,4345-0926,,,Bed & Breakfast,DE MAYO,935,DE MAYO AV. 935,-58.379634,-34.608848
357,SHOSHANA APART BOUTIQUE,GUATEMALA 5441,011 2060-8080,reservas@apartshoshana.com,http://www.apartshoshana.com.ar/,Apart Hotel,GUATEMALA,5441,GUATEMALA 5441,-58.430479,-34.581458
356,BULNES ECO SUITES,BULNES 1905,4829-3300,info@bulneseco.com,http://www.bulnesecosuites.com/,Apart Hotel,BULNES,1905,BULNES 1905,-58.412626,-34.589257
355,CIMMA SUITES APART HOTEL,PARAGUAY 5326,2054-2898,info@cimmasuites.com.ar,http://www.cimmasuites.com.ar/,Apart Hotel,PARAGUAY,5326,PARAGUAY 5326,-58.432297,-34.578454
354,APART CALLAO SUITES,CALLAO AV. 1062,4814-0961,info@callaosuites.com.ar,http://www.callaosuites.com.ar/,Apart Hotel,CALLAO,1062,CALLAO AV. 1062,-58.393380,-34.596454
353,HA FLATS QUARTIER DEL POLO,REPUBLICA DE ESLOVENIA 1942,4802-8166,reservas@haflatsdelpolo.com,http://www.alvarezarguelles.com/es/ha-flat/del-polo/,Apart Hotel,REPUBLICA DE ESLOVENIA,1942,REPUBLICA DE ESLOVENIA 1942,-58.434478,-34.570659
352,BABEL PALERMO,BONPLAND 1549,4776-4546,reservas@babelpalermo.com.ar,http://www.babelpalermo.com.ar/es/index.php,Apart Hotel,BONPLAND,1549,BONPLAND 1549,-58.438621,-34.584539
351,RIVA URBAN LOFTS,RIVADAVIA AV. 1182,3220-1950,reservas@riva-lofts.com,http://riva-lofts.com/es/,Apart Hotel,RIVADAVIA,1182,, , 
350,CYAN RECOLETA HOTEL,JUNIN 1743,2050-5858,info@hotelescyan.com,http://www.cyanrecoletasuites.com/,Apart Hotel,JUNIN,1743,JUNIN 1743,-58.392644,-34.588860
349,BABEL RECOLETA,RODRIGUEZ PEÑA 1063,4816-0505,info@babelrecoleta.com.ar,www.babelrecoleta.com.ar,Apart Hotel,RODRIGUEZ PEÑA,1063,RODRIGUEZ PEÑA 1063,-58.391848,-34.596468
348,APART SAN DIEGO,RODRIGUEZ PEÑA 1158,4814-0281,info@apartsandiego.com,http://www.apartsandiego.com/,Apart Hotel,RODRIGUEZ PEÑA,1158,RODRIGUEZ PEÑA 1158,-58.392019,-34.595309
347,HOTEL MASLIAH,SAN LUIS 3002,5292-5100,reservas@hotelmasliah.com,http://www.hotelmasliah.com/,Apart Hotel,SAN LUIS,3002,SAN LUIS 3002,-58.407493,-34.599630
346,APART HOTEL  INDEPENCIA LUZ Y FUERZA PATAGONIA,INDEPENDENCIA AV. 1877,4384-1102,edificioindependencia@fibertel.com.ar,,Apart Hotel,INDEPENDENCIA,1877,INDEPENDENCIA AV. 1877,-58.392815,-34.618127
345,SAN TELMO FLATS,PIEDRAS 990,4300-0569,,http://www.santelmoflats.com.ar/,Apart Hotel,PIEDRAS,990,PIEDRAS 990,-58.377243,-34.619575
344,EDIFICIO PICCALUGA,"ALVEAR, MARCELO T. DE 1563",5811-3113,info@edificiopiccaluga.com,http://www.edificiopiccaluga.com/,Apart Hotel,MARCELO T. DE ALVEAR,1563,"ALVEAR, MARCELO T. DE 1563",-58.389207,-34.597128
343,VACANCES SAN TELMO,BALCARCE 1024,4361-1627,alquileres@vacances.com.ar,www.vacances.com.ar,Apart Hotel,BALCARCE,1024,BALCARCE 1024,-58.370054,-34.619689
342,SF SUITES,SANTA FE AV. 1188,4813-5514,info@sfsuites.com.ar,www.sfsuites.com.ar,Apart Hotel,SANTA FE,1188,SANTA FE AV. 1188,-58.384051,-34.595654
341,PALERMO SUITES BS.AS. APARTMENTS,FRAY JUSTO SANTAMARIA DE ORO 2529,5197-5800,reservas@palermosuites.net,http://www.palermosuites.net/el-hotel/,Apart Hotel,F. J. SANTA MARIA DE ORO,2529,FRAY JUSTO SANTAMARIA DE ORO 2529,-58.423894,-34.578843
340,ART SUITES AND GALLERY,PEÑA 2268,4809-0800,booking@artsuites.com.ar,http://www.artsuites.com.ar/,Apart Hotel,PEÑA,2268,PEÑA 2268,-58.397239,-34.590818
339,TRE DESIGN APARTMENTS,MIGUELETES 1773,3970-6956,reservas@tredesign.com.ar,http://www.tredesign.com.ar/,Apart Hotel,MIGUELETES,1773,MIGUELETES 1773,-58.443908,-34.559200
338,LEONARDO DA VINCI RESIDENCE,LIBERTAD 1224,4815-8099,info@davinciresidence.com.ar,http://davinciresidence.com.ar/es/,Apart Hotel,LIBERTAD,1224,LIBERTAD 1224,-58.384481,-34.594074
337,ARGENTA SUITES BELGRANO,CIUDAD DE LA PAZ 1868,4706-1881,info@argenta-suites.com.ar,http://www.argenta-suites.com.ar/,Apart Hotel,CIUDAD DE LA PAZ,1868,CIUDAD DE LA PAZ 1868,-58.455781,-34.564870
336,TORRE SAN JOSE APARTMENTS,SAN JOSE 747,4383-2060,info@torresanjose.com,http://www.torresanjose.com/web/,Apart Hotel,SAN JOSE,747,SAN JOSE 747,-58.385933,-34.617251
335,APART LIMA 265,LIMA 265,4381-2054,reservas@apartlima265.com,http://www.apartlima265.com.ar/,Apart Hotel,LIMA,265,LIMA 265,-58.381886,-34.611509
334,MILIÑO APART HOTEL,URIARTE 951,4779-0880,info@apart-milino.com.ar,http://www.apart-milino.com.ar/,Apart Hotel,URIARTE,951,URIARTE 951,-58.438619,-34.591880
333,LIVIN RESIDENCE BUENOS AIRES,VIAMONTE 1815,5258-0300,reservas@livinresidence.com,http://www.livinresidence.com/,Apart Hotel,VIAMONTE,1815,VIAMONTE 1815,-58.393104,-34.600786
332,FERTILIA DOWNTOWN APARTAMENTOS,25 DE MAYO 739,4382-5433,,,Apart Hotel,25 DE MAYO,739,25 DE MAYO 739,-58.371389,-34.599200
331,EDIFICIO GOLF TOWER,LA PAMPA 1117,4786-1442,info@golftower.com.ar,http://www.golftower.com.ar/,Apart Hotel,LA PAMPA,1117,LA PAMPA 1117,-58.441069,-34.557002
330,AYRES DE LIBERTAD,LIBERTAD 1283,4511-8420,info@ayresdelibertad.com,http://www.ayresdelibertad.com/,Apart Hotel,LIBERTAD,1283,LIBERTAD 1283,-58.384428,-34.593110
329,HA QUARTIER BASAVILBASO,BASAVILBASO 1350,5235-0502,reservas@haflatsbasavilbaso.com,http://www.alvarezarguelles.com/es/ha-flat/basavilbaso/,Apart Hotel,BASAVILBASO,1350,BASAVILBASO 1350,-58.376924,-34.592347
328,ICARO SUITES,MONTEVIDEO 229,4372-9000,reservas@icarosuites.com,http://icarosuites.com/,Apart Hotel,MONTEVIDEO,229,MONTEVIDEO 229,-58.389279,-34.606314
327,KER URQUIZA HOTEL Y SUITES,DIAZ COLODRERO 2513,011 5277-4600,reservasurquiza@kerhoteles.com.ar,WWW.KERHOTELES.COM.AR,Apart Hotel,DIAZ COLODRERO,2513,DIAZ COLODRERO 2513,-58.486203,-34.572802
326,MONSERRAT APART HOTEL,SALTA 556,4124-7500,reservas@hotelmonserratba.com,http://www.hotelmonserratba.com/,Apart Hotel,SALTA,556,SALTA 556,-58.383089,-34.614938
325,ESPACIA SUITES,AMENABAR 1135,4786-8687,info@espaciasuites.com,http://www.espaciasuites.com/hotel.htm,Apart Hotel,AMENABAR,1135,AMENABAR 1135,-58.450084,-34.570201
324,PAMPA PLAZA HOTEL,LA PAMPA 777,4789-9561,info@pampaplaza.com,http://www.pampaplaza.com/home.php,Apart Hotel,LA PAMPA,777,LA PAMPA 777,-58.436984,-34.554556
323,AYRES DE RECOLETA PLAZA,GUIDO 1980,4576-1000,info@ayresderecoletaplaza.com,http://www.ayresderecoletaplaza.com/,Apart Hotel,GUIDO,1980,GUIDO 1980,-58.391696,-34.588656
322,APART HOTEL PASCO,PASCO 492,011 6121-4283,hotelpasco@argentina.com,www.hotelpasco.tripod.com,Apart Hotel,PASCO,492,PASCO 492,-58.397793,-34.615118
321,SURES BELGRANO SUITES,CIUDAD DE LA PAZ 2969,4542-8444,info@suresbelgranosuites.com,http://suresgroup.com/,Apart Hotel,CIUDAD DE LA PAZ,2969,CIUDAD DE LA PAZ 2969,-58.464268,-34.555385
320,THE GLU HOTEL,GODOY CRUZ 1733,4831-4646,info@thegluhotel.com,http://thegluhotel.com/,Apart Hotel,GODOY CRUZ,1733,GODOY CRUZ 1733,-58.433509,-34.587282
319,TRIBECA STUDIOS,"MITRE, BARTOLOME 4280",6009-0303,info@hoteltribeca.com.ar,www.hotelestribeca.com.ar,Apart Hotel,BARTOLOME MITRE,4280,"MITRE, BARTOLOME 4280",-58.427114,-34.610513
318,LOFT Y ARTE,"YRIGOYEN, HIPOLITO 1194",4381-3229,reservas@loftyarte.com.ar,http://www.loftyarte.com.ar/,Apart Hotel,HIPOLITO YRIGOYEN,1194,"YRIGOYEN, HIPOLITO 1194",-58.383274,-34.609784
317,URBANICA SUITES,MONTAÑESES 2599,4787-3003,,WWW.URBANICASUITE.COM.AR,Apart Hotel,MONTAÑESES,2599,MONTAÑESES 2599,-58.452708,-34.552921
316,AYRES DE RECOLETA,"URIBURU JOSE E., PRES. 1756",4801-0505,info@ayresderecoleta.com,http://www.ayresderecoleta.com/,Apart Hotel,URIBURU,1756,"URIBURU JOSE E., PRES. 1756",-58.394561,-34.588892
315,ORO APART HOTEL,FRAY JUSTO SANTAMARIA DE ORO 2706,4899-0230,reservas@oroaparthotel.com.ar,http://www.oroaparthotel.com.ar/,Apart Hotel,FRAY J. S. MARIA DE ORO,2706,FRAY JUSTO SANTAMARIA DE ORO 2706,-58.422490,-34.577173
314,APART CORRIENTES 767,CORRIENTES AV. 767,4328-8393,reservas@apartcorrientes767.com.ar,www.apartcorrientes767.com.ar,Apart Hotel,CORRIENTES,767,CORRIENTES AV. 767,-58.377658,-34.603383
313,INTERSUR SUITES,CORRIENTES AV. 1984,5246-1500,recepcion@intersursuites.com.ar,http://www.intersursuites.com.ar/intersursuites/es/,Apart Hotel,CORRIENTES,1984,CORRIENTES AV. 1984,-58.394949,-34.604567
312,ARGENTINA TANGO HOTEL,SUIPACHA 545,4322-3434,reservas@atangohotel.com,http://www.atangohotel.com/,Apart Hotel,SUIPACHA,545,SUIPACHA 545,-58.379534,-34.601898
311,DESIGN CE,"ALVEAR, MARCELO T. DE 1695",5237-3100,info@designce.com,http://www.designce.com/,Apart Hotel,MARCELO T DE ALVEAR,1695,"ALVEAR, MARCELO T. DE 1695",-58.391570,-34.597173
310,TRIBECA APART BUENOS AIRES,"MITRE, BARTOLOME 1265",4372-5444,info@hoteltribeca.com.ar,http://www.hoteltribeca.com.ar/apart/,Apart Hotel,BARTOLOME MITRE,1265,"MITRE, BARTOLOME 1265",-58.384505,-34.607470
309,APART HOTEL SPA CONGRESO,"MITRE, BARTOLOME 1824",4954-8410,reservas@apartcongreso.com.ar,http://www.apartcongreso.com.ar/,Apart Hotel,BARTOLOME MITRE,1824,"MITRE, BARTOLOME 1824",-58.392479,-34.608044
308,ART SUITES,AZCUENAGA 1465,4821-6800,booking@artsuites.com.ar,http://www.artsuites.com.ar/,Apart Hotel,AZCUENAGA,1465,AZCUENAGA 1465,-58.398341,-34.591945
307,EDIFICIO CHARCAS,"ALVEAR, MARCELO T. DE 776",4312-2051,info@edificiocharcas.com,http://www.edificiocharcas.com/,Apart Hotel,MARCELO T DE ALVEAR,776,"ALVEAR, MARCELO T. DE 776",-58.377986,-34.596368
306,ARENALES APART HOTEL,ARENALES 2580,4824-1760,reservas@arenales.com.ar,http://www.arenales.com.ar/esp/,Apart Hotel,ARENALES,2580,ARENALES 2580,-58.402736,-34.593063
305,ANCHORENA PLAZA APARTMENTS,"ANCHORENA, TOMAS MANUEL DE, DR. 1714",4826-3545,anchorenaplaza@ciudad.com.ar,,Apart Hotel,ANCHORENA,1714,"ANCHORENA, TOMAS MANUEL DE, DR. 1714",-58.402291,-34.590819
304,SUIPACHA SUITES,SUIPACHA 1235,4819-3600,apart@suipacha1235.com.ar,,Apart Hotel,SUIPACHA,1235,SUIPACHA 1235,-58.380015,-34.593643
303,ASPEN SUITES,ESMERALDA 933,4313-9011,reservations@aspensuites.com.ar,http://www.aspensuites.com.ar/,Apart Hotel,ESMERALDA,933,ESMERALDA 933,-58.378363,-34.597171
302,LOI SUITES ESMERALDA,"ALVEAR, MARCELO T. DE 842",41316800,esmeralda@loisuites.com.ar,http://www.loisuites.com.ar/,Apart Hotel,MARCELO T DE ALVEAR,842,"ALVEAR, MARCELO T. DE 842",-58.379111,-34.596470
301,LOI SUITES ARENALES,ARENALES 855,4324-9400,arenales@loisuites.com.ar,http://www.loisuites.com.ar/,Apart Hotel,ARENALES,855,ARENALES 855,-58.379346,-34.594066
300,KER BELGRANO APART HOTEL & SPA,VUELTA DE OBLIGADO 2727,4789-9383,reservasbelgrano@kerhoteles.com.ar,http://www.kerhoteles.com.ar/,Apart Hotel,VUELTA DE OBLIGADO,2727,VUELTA DE OBLIGADO 2727,-58.460715,-34.555545
299,FIAMINGO APART HOTEL,TALCAHUANO 120,4374-4400,reservas@fiamingoapart.com.ar,http://www.fiamingoapart.com.ar/,Apart Hotel,TALCAHUANO,120,TALCAHUANO 120,-58.384976,-34.607251
298,VIAMONTE SUITES BUENOS AIRES APART,VIAMONTE 1373,4371-9993,info@hotelviamonte.com.ar,http://www.hotelviamonte.com.ar/,Apart Hotel,VIAMONTE,1373,VIAMONTE 1373,-58.386298,-34.600510
297,ULISES RECOLETA SUITES,AYACUCHO 2016,4804-4571,info@ulisesrecoleta.com.ar,http://www.ulisesrecoleta.com.ar/,Apart Hotel,AYACUCHO,2016,AYACUCHO 2016,-58.388996,-34.587378
296,TRIANON RESIDENCE RECOLETA,CALLAO AV. 1869,4819-9300,info@trianon.com.ar,http://www.trianonresidence.com/,Apart Hotel,CALLAO,1869,CALLAO AV. 1869,-58.388379,-34.588707
295,HOTEL CRISTOFORO COLOMBO,FRAY JUSTO SANTAMARIA DE ORO 2747,4778-4900,reservas@hotelcc.com.ar,http://www.hotelcc.com.ar/,Apart Hotel,FRAY J. S. MARIA DE ORO,2747,FRAY JUSTO SANTAMARIA DE ORO 2747,-58.421877,-34.576679
294,SARMIENTO SUITES,SARMIENTO 674,4393-8987,reservas@sarmientosuites.com.ar,http://www.sarmientosuites.com.ar/,Apart Hotel,SARMIENTO,674,SARMIENTO 674,-58.376157,-34.604657
293,GEORGE T. GRUKI,MENDOZA 4569,4544-6055,info@aparthotel.com,,Apart Hotel,MENDOZA,4569,MENDOZA 4569,-58.478513,-34.573539
292,CATALINAS SUITES,TUCUMAN 313,4314-1400,reservas@suitescatalinas.com.ar,http://www.suitescatalinas.com.ar/,Apart Hotel,TUCUMAN,313,TUCUMAN 313,-58.371420,-34.600724
291,CABILDO SUITES CLUB & SPA,CABILDO AV. 1950,4780-1900,cabildoventas@orho-hoteles.com.ar,http://www.cabildo-suites.com.ar/,Apart Hotel,CABILDO,1950,CABILDO AV. 1950,-58.455561,-34.563540
290,ART DECO HOTEL,LIBERTAD 446,4383-2878,artdeco@artdecohotel.com.ar,,Apart Hotel,LIBERTAD,446,LIBERTAD 446,-58.383792,-34.603319
289,ARROYO TOWERS,SUIPACHA 1359,011 5276-7700,reservas@arroyohotel.com.ar,http://arroyohotel.com.ar/home.php,Apart Hotel,SUIPACHA,1359,SUIPACHA 1359,-58.380085,-34.591916
288,BAUEN SUITE HOTEL,CORRIENTES AV. 1856,4370-0400,reservas@bauensuite.com,,Apart Hotel,CORRIENTES,1856,CORRIENTES AV. 1856,-58.393141,-34.604518
287,BENCO APART HOTEL,"YRIGOYEN, HIPOLITO AV. 1534",4372-1192,,,Apart Hotel,HIPOLITO YRIGOYEN,1534,"YRIGOYEN, HIPOLITO AV. 1534",-58.388063,-34.610090
286,APART HOTEL TRES REYES,"SAENZ PEÑA, LUIS, PRES. 284",4383-1238,info@aparthoteltresreyes.com,http://aparthoteltresreyes.com/,Apart Hotel,LUIS SAENZ PEÑA,284,"SAENZ PEÑA, LUIS, PRES. 284",-58.387457,-34.612171
285,APART RECOLETA HOTEL,GUIDO 1948,4801-8003,reservas@apartrecoleta.com.ar,http://www.apartrecoleta.com.ar/apart-recoleta.html,Apart Hotel,GUIDO,1948,GUIDO 1948,-58.391469,-34.588841
284,ALVEAR ART HOTEL,SUIPACHA 1036,4114-3477,reservasart@alvear.com.ar,http://www.alvearart.com/,5 estrellas,SUIPACHA,1036,SUIPACHA 1036,-58.379984,-34.595767
283,BUENOS AIRES GRAND HOTEL,"LAS HERAS, GENERAL 1745",4129-9800,frontrgh@recoletagrand.com,https://www.recoletagrand.com/es/,5 estrellas,LAS HERAS,1745,"LAS HERAS, GENERAL 1745",-58.391198,-34.592256
282,HOTEL BOCA JR BY DESIGN,TACUARI 243,3724-0700,reservas.boca@gruposolanas.com,http://www.hotelbocajuniors.com/,5 estrellas,TACUARI,243,TACUARI 243,-58.379123,-34.611148
281,PALACIO DUHAU PARK HYATT BUENOS AIRES,ALVEAR 1661,5171-1234,buenosaires.park@hyatt.com,http://www.buenosaires.park.hyatt.com/en/hotel/home.html,5 estrellas,ALVEAR,1661,ALVEAR 1661,-58.386430,-34.589406
280,725 BUENOS AIRES HOTEL,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 725",4131-8000,reservas@725buenosaireshotel.com,http://www.725continental.com/default-es.html,5 estrellas,ROQUE SAENZ PEÑA,725,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 725",-58.377135,-34.605980
279,HOTEL REGAL PACIFIC,25 DE MAYO 764,4310-7000,reservas@regalpacific.com.ar,http://ar.regal-pacific.com/,5 estrellas,25 DE MAYO,764,25 DE MAYO 764,-58.371493,-34.598842
278,HOTEL MADERO,"VERA PEÑALOZA,  ROSARIO 360",5776-7777,info@hotelmadero.com,http://www.hotelmadero.com/default-es.html,5 estrellas,R V PEÑALOZA,360,"VERA PEÑALOZA,  ROSARIO 360",-58.362339,-34.617482
277,FAENA HOTEL UNIVERSE,SALOTTI MARTHA 445,4010-9000,info@faenahotels.com,http://www.faena.com/buenos-aires/es/,5 estrellas,MARTHA SALOTTI,445,SALOTTI MARTHA 445,-58.361727,-34.613399
276,SOFITEL HOTEL BUENOS AIRES,ARROYO 841,4131-0000,reservas@sofitel.com,http://www.sofitel.com/es/hotel-3253-sofitel-buenos-aires/index.shtml,5 estrellas,ARROYO,841,ARROYO 841,-58.379111,-34.591816
275,NH CITY & TOWER HOTEL,BOLIVAR 160,4121-6464,nhcity@nh-hotels.com,http://www.nh-hoteles.es/hotel/nh-buenos-aires-city,5 estrellas,BOLIVAR,160,BOLIVAR 160,-58.373435,-34.609793
274,MELIA BUENOS AIRES,RECONQUISTA 945,4891-3800,info@meliabuenosaires.com.ar,https://www1.melia.com/es/hoteles/argentina/buenos-aires/melia-buenos-aires/index.html,5 estrellas,RECONQUISTA,945,RECONQUISTA 945,-58.372955,-34.597050
273,FOUR SEASONS BUENOS AIRES,POSADAS 1086,4321-1200,samantha.alvarez@fourseansons.com,http://www.fourseasons.com/es/buenosaires/,5 estrellas,POSADAS,1086,POSADAS 1086,-58.382258,-34.590154
272,HILTON BS.AS. HOTEL,"GUEMES, MACACHA 351",4891-0000,RESERVATIONS.BUENOSAIRES@HILTON.COM,http://www.hiltonbuenosaireshotel.com/,5 estrellas,GUEMES,351,"GUEMES, MACACHA 351",-58.363551,-34.605184
271,LOI SUITES RECOLETA HOTEL,"LOPEZ, VICENTE 1955",5777-8950,recoleta@loisuites.com.ar,http://www.loisuites.com.ar/es/hotel/loi-suites-recoleta-hotel,5 estrellas,VICENTE LOPEZ,1955,"LOPEZ, VICENTE 1955",-58.392547,-34.589524
270,HOTEL EMPERADOR BS AS,DEL LIBERTADOR AV. 420,4131-4000,reservas@hotel-emperador.com.ar,http://www.hotel-emperador.com.ar/es/default.html,5 estrellas,DEL LIBERTADOR,420,DEL LIBERTADOR AV. 420,-58.379938,-34.589997
269,ABASTO HOTEL BUENOS AIRES,CORRIENTES AV. 3190,116311-4466,reservas@abastohotel.com,http://www.abastohotel.com/,5 estrellas,CORRIENTES,3190,CORRIENTES AV. 3190,-58.410104,-34.604121
268,PARK TOWER HOTEL,"ALEM, LEANDRO N. AV. 1193",4318-9100,sheraton@sheraton.com.ar,http://www.parktowerbuenosaires.com/es,5 estrellas,LEANDRO N ALEM,1193,"ALEM, LEANDRO N. AV. 1193",-58.373662,-34.593636
267,PANAMERICANO BS.AS HOTEL AND RESORT,"PELLEGRINI, CARLOS 551",4348-5000,reservas@panamericano.us,http://panamericano.us/2015/es/,5 estrellas,CARLOS PELLEGRINI,551,"PELLEGRINI, CARLOS 551",-58.381018,-34.602040
266,INTERCONTINENTAL,MORENO 809,4340-7100,BUENOSAIRES@INTERCONTI.COM,http://www.ihg.com/intercontinental/hotels/us/es/buenos-aires/bueha/hoteldetail,5 estrellas,MORENO,809,MORENO 809,-58.377866,-34.611635
265,SHERATON BS AS HOTEL & CONVENTION CENTER,SAN MARTIN 1225,4318-9000,sheraton@sheraton.com.ar,http://www.sheratonbuenosaires.com/es,5 estrellas,SAN MARTIN,1225,SAN MARTIN 1225,-58.373197,-34.592966
264,SHERATON LIBERTADOR BUENOS AIRES,CORDOBA AV. 690,4321-0000,sheraton@libertador-hotel.com.ar,http://www.sheratonlibertador.com/es,5 estrellas,CORDOBA,690,CORDOBA AV. 690,-58.376676,-34.598879
263,FEIRS PARK HOTEL,ESMERALDA 1366,4131-1900,reservas@feirspark.com.ar,http://www.feirspark.com.ar/,5 estrellas,ESMERALDA,1366,ESMERALDA 1366,-58.378304,-34.591760
262,PLAZA HOTEL BUENOS AIRES,FLORIDA 1005,4318-3000,reservations@plazahotelba.com,http://www.plazahotelba.com/,5 estrellas,FLORIDA,1005,FLORIDA 1005,-58.375112,-34.595775
261,CLARIDGE HOTEL,TUCUMAN 535,4319-8000,reservas@claridge.com.ar,http://www.claridge.com.ar/,5 estrellas,TUCUMAN,535,TUCUMAN 535,-58.374517,-34.600965
260,ALVEAR PALACE HOTEL,ALVEAR AV. 1891,4808-2960,gerencia@alvear.com.ar,http://www.alvearpalace.com/v3/,5 estrellas,ALVEAR,1891,, , 
259,THE BRICK BUENOS AIRES MGALLERY,POSADAS 1232,4819-1100,h8932-re@accor.com,http://www.sofitel.com/es/hotel-8932-the-brick-hotel-buenos-aires-mgallery-collectionex-caesar-park/index.shtml,5 estrellas,POSADAS,1232,POSADAS 1232,-58.384073,-34.589365
258,CASASUR PALERMO HOTEL,COSTA RICA 6032,4775-1431,,www.casasurhotel.com,4 estrellas,COSTA RICA,6032,COSTA RICA 6032,-58.439168,-34.579221
