long,lat,id,nombre,razon_social,cuit,tipo_de_boca,domicilio,calle_nombre,calle_altura,calle_cruce,barrio,comuna
-58.478650700428496,-34.657501593811396,27,YPF,SERVIFE SRL,30-55522058-4,DUAL,"AVENIDA EVA PERON 4899 Y OLIVERA, CAPITAL FEDERAL","PERON, EVA AV.",,OLIVERA AV.,Parque Avellaneda,Comuna 9
-58.450319672812704,-34.6807522646204,26,YPF,OPESSA ACA AUTODROMO,30-67877449-5,DUAL,"AVENIDA CNEL. JOSE SEGUNDO ROCA 4550 Y ESCALADA, CAPITAL FEDERAL",ESCALADA AV.,,"ROCA, CNEL. AV.",Villa Riachuelo,Comuna 8
-58.4930908746813,-34.597240147785804,25,YPF,PANAMERICANA SRL,30-53711555-2,LIQUIDOS,"AVENIDA SAN MARTIN 5316 Y SIMBRON, CAPITAL FEDERAL",NAZCA AV.,,SAN MARTIN AV.,Villa Del Parque,Comuna 11
-58.503101317851296,-34.600200165901896,23,YPF,ACA VILLA DEVOTO,30-50014329-7,LIQUIDOS,"AVENIDA FRANCISCO BEIRO 3561 Y LINCOLN, CAPITAL FEDERAL","BEIRO, FRANCISCO AV.",,LINCOLN AV.,Villa Devoto,Comuna 11
-58.47087957025022,-34.5459390889397,21,YPF,OPESSA CABILDO,30-67877449-5,LIQUIDOS,"AVENIDA CABILDO 4108 Y VILELA, CAPITAL FEDERAL",SAN ISIDRO LABRADOR AV.,,VILELA,Saavedra,Comuna 12
-58.4503388545137,-34.5667796640627,20,YPF,ACA BELGRANO,30-50014329-7,LIQUIDOS,"AVENIDA CABILDO 1499 Y VIRREY ARREDONDO, CAPITAL FEDERAL","ARREDONDO, VIRREY",,CABILDO AV.,Belgrano,Comuna 13
-58.5125916512183,-34.5909799089923,18,YPF,SUCESORES DE LOPEZ ALDAO Y CIA SRL,30-53764870-4,LIQUIDOS,"AVENIDA SAN MARTIN 7001 Y EMILIO LAMARCA, CAPITAL FEDERAL","LOPEZ, CARLOS ANTONIO",,SAN MARTIN AV.,Villa Devoto,Comuna 11
-58.4631298797703,-34.634461144151395,17,YPF,PAGANO JORGE JUAN Y ARTURO ALFREDO SH,30-53833062-7,LIQUIDOS,"AVENIDA DIRECTORIO 2578 Y VARELA, CAPITAL FEDERAL",DIRECTORIO AV.,,VARELA,Flores,Comuna 7
-58.4404387160328,-34.6056505983338,16,YPF,SERVIGAS SA,30-64197896-1,DUAL,"AVENIDA ANGEL GALLARDO Y ACOYTE, CAPITAL FEDERAL",ACOYTE,,"GALLARDO, ANGEL AV.",Villa Crespo,Comuna 15
-58.4962813457214,-34.6438911960932,15,YPF,SERVICIO ESCALADA SRL,30-57104861-9,DUAL,"GRAL M DE ESCALADA 678 Y J B ALBERDI, CAPITAL FEDERAL",ARTIGAS MANUEL DE,,ESCALADA AV.,Villa Luro,Comuna 10
-58.482110801044996,-34.6512214333317,14,YPF,GARAGE Y ESTACION DE SERVICIO EL PROGRESO SA,30-62155959-8,LIQUIDOS,"AVENIDA DOMINGO OLIVERA 1136 Y WHITE, CAPITAL FEDERAL",OLIVERA AV.,,WHITE,Parque Avellaneda,Comuna 9
-58.4849208758929,-34.645171281340104,13,YPF,OPESSA OLIVERA,30-67877449-5,DUAL,"AVENIDA DIRECTORIO 4311 Y OLIVERA, CAPITAL FEDERAL","AMEGHINO, FLORENTINO, DR.",,OLIVERA AV.,Parque Avellaneda,Comuna 9
-58.42131768482661,-34.5741899749824,11,YPF,ACA PALERMO,30-50014329-7,LIQUIDOS,"GODOY CRUZ 3111 Y DEMARIA, CAPITAL FEDERAL",DEMARIA,,GODOY CRUZ,Palermo,Comuna 14
-58.4668594312914,-34.5501692049205,10,YPF,OPESSA AZURDUY,30-67877449-5,LIQUIDOS,"AVENIDA CABILDO 3501 Y JUANA AZURDUY, CAPITAL FEDERAL",AZURDUY JUANA,,CABILDO AV.,Nu\u00f1ez,Comuna 13
-58.4802801648004,-34.573599672308504,9,YPF,OPESSA OLAZABAL,30-67877449-5,LIQUIDOS,"AVENIDA ALVAREZ THOMAS Y OLAZABAL, CAPITAL FEDERAL",ALVAREZ THOMAS AV.,,OLAZABAL AV.,Villa Urquiza,Comuna 12
-58.4446787455616,-34.584850103414695,7,YPF,OPESSA DORREGO,30-67877449-5,LIQUIDOS,"AVENIDA CORDOBA 5984 Y DORREGO, CAPITAL FEDERAL",AREVALO,,CORDOBA AV.,Chacarita,Comuna 15
-58.4888904296365,-34.5599893201108,6,YPF,ESTACION DE SERVICIO SAAVEDRA SRL,30-55974293-3,LIQUIDOS,"CRISOLOGO LARRALDE 4688 Y LUGONES, CAPITAL FEDERAL",LUGONES,,"LARRALDE, CRISOLOGO AV.",Saavedra,Comuna 12
-58.454259407049,-34.6207408746745,5,YPF,OPESSA SEGUI,30-67877449-5,DUAL,"AVENIDA AVELLANEDA 1628 Y SEGUI, CAPITAL FEDERAL",AVELLANEDA AV.,,"SEGUI, F. J., ALTE.",Caballito,Comuna 6
-58.429028255449495,-34.6085007192682,4,YPF,OPESSA YATAY,30-67877449-5,DUAL,"AVENIDA DIAZ VELEZ 4373 Y YATAY, CAPITAL FEDERAL",DIAZ VELEZ AV.,,YATAY,Almagro,Comuna 5
-58.4782301524144,-34.5838899167589,3,YPF,ESTACION DE SERVICIO AVALOS SA,30-54171558-0,LIQUIDOS,"AVENIDA DE LOS INCAS 4801 Y AVALOS, CAPITAL FEDERAL",AVALOS,,DE LOS INCAS AV.,Parque Chas,Comuna 15
-58.47167976521551,-34.5684095964115,2,YPF,SERVICE NAON SRL,30-57258575-8,LIQUIDOS,"AVENIDA FELIX DE OLAZABAL 3690 Y ROMULO NAON, CAPITAL FEDERAL","NAON, ROMULO",,OLAZABAL AV.,Belgrano,Comuna 13
-58.434578592529604,-34.6228710198772,1,YPF,DIGON SA,30-64198424-4,GNC,"AVENIDA JOSE M MORENO Y AVDA JUAN B ALBERDI, CAPITAL FEDERAL","ALBERDI, JUAN BAUTISTA AV.",,"MORENO, JOSE MARIA AV.",Caballito,Comuna 6
-58.4813210524964,-34.6906423380627,496,YPF,CHILAVERT 1990 SRL,30-59476092-8,DUAL,"CHILAVERT Y GRAL PAZ, VILLA CELINA","CHILAVERT, MARTINIANO, CORONEL",,"PAZ, GRAL. AV.",,
